system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m,gfw_integrated_alert_b1,gfw_integrated_alert_present,district,split,label_std,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label
00000000000000000722,1.0,739.0,0.1115713831723959,21.0,98.0,"{""type"":""Point"",""coordinates"":[108.62438390440278,14.257070420879348]}",108.62438390440278,14.257070420879348,887.7282404932197,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a31,1.0,884.0,0.1575256157668634,21.0,98.0,"{""type"":""Point"",""coordinates"":[108.55593224413133,14.356784838636502]}",108.55593224413133,14.356784838636502,234.97788223595967,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000009ad,1.0,905.0,0.1423523257777547,23.0,98.0,"{""type"":""Point"",""coordinates"":[108.4516383295923,14.19724266204526]}",108.4516383295923,14.19724266204526,1662.8885610026157,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b3d,1.0,731.0,0.2898724586631227,34.0,98.0,"{""type"":""Point"",""coordinates"":[108.48855968631482,14.280788379382622]}",108.48855968631482,14.280788379382622,580.8867314257162,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b6f,1.0,769.0,0.3761266882565868,35.0,98.0,"{""type"":""Point"",""coordinates"":[108.42064757727083,14.204252368901278]}",108.42064757727084,14.204252368901278,2903.413569179996,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000680,1.0,833.0,0.262019800537518,44.0,98.0,"{""type"":""Point"",""coordinates"":[108.44463308183731,14.369988236855754]}",108.44463308183732,14.369988236855754,565.2279510365674,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000834,1.0,709.0,0.0130873366141102,1.0,100.0,"{""type"":""Point"",""coordinates"":[108.4193009287527,14.21017851420131]}",108.4193009287527,14.21017851420131,2544.5046288292688,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006ae,1.0,721.0,0.5134948485142533,2.0,100.0,"{""type"":""Point"",""coordinates"":[108.47804958513184,14.277551072017824]}",108.47804958513184,14.277551072017824,635.0353935345237,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000772,1.0,680.0,0.3822057485128387,2.0,100.0,"{""type"":""Point"",""coordinates"":[108.54488259172089,14.253837572615598]}",108.54488259172088,14.253837572615598,115.9455277511422,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a53,1.0,916.0,0.7162301849518176,2.0,100.0,"{""type"":""Point"",""coordinates"":[108.40312776923184,14.385621845149142]}",108.40312776923184,14.385621845149142,2821.663946418637,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000066c,1.0,656.0,0.4680727381894226,3.0,100.0,"{""type"":""Point"",""coordinates"":[108.48101488733239,14.191316516745234]}",108.4810148873324,14.191316516745234,332.67376939405307,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000009d8,1.0,870.0,0.7570929422569787,3.0,100.0,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.35112623939968]}",108.48155443855984,14.35112623939968,154.64348925793578,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000abf,1.0,869.0,0.3187214074166776,3.0,100.0,"{""type"":""Point"",""coordinates"":[108.43115767845381,14.384810288757409]}",108.4311576784538,14.384810288757407,94.42531103527588,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000c73,1.0,734.0,0.0901194302747492,3.0,100.0,"{""type"":""Point"",""coordinates"":[108.53410494447472,14.251411821642524]}",108.53410494447472,14.251411821642524,13.72140904753133,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000842,1.0,755.0,0.1872836579203791,4.0,100.0,"{""type"":""Point"",""coordinates"":[108.45891558251151,14.258956620624955]}",108.45891558251152,14.258956620624955,91.11567406242294,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b5d,1.0,754.0,0.4104496501938895,4.0,100.0,"{""type"":""Point"",""coordinates"":[108.502842186989,14.21017851420131]}",108.502842186989,14.21017851420131,80.91690802874544,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000778,1.0,645.0,0.515120192353278,5.0,100.0,"{""type"":""Point"",""coordinates"":[108.50931234261755,14.178648210652396]}",108.50931234261756,14.178648210652396,646.6202602196958,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000891,1.0,1065.0,0.4995186209712403,5.0,100.0,"{""type"":""Point"",""coordinates"":[108.42172667972578,14.376458392484308]}",108.42172667972578,14.376458392484308,1362.0240173368436,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006bb,1.0,790.0,0.3007710370046483,6.0,100.0,"{""type"":""Point"",""coordinates"":[108.4950253828423,14.321482135596373]}",108.4950253828423,14.321482135596373,1565.5932026726096,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000076c,1.0,843.0,0.7981032429969388,6.0,100.0,"{""type"":""Point"",""coordinates"":[108.46942568369447,14.285367876164512]}",108.46942568369448,14.285367876164512,872.6989609771927,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000840,1.0,880.0,0.0158510725411312,6.0,100.0,"{""type"":""Point"",""coordinates"":[108.5583579951044,14.367562485882681]}",108.5583579951044,14.36756248588268,411.6470165429626,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000008ee,1.0,739.0,0.2295273071374949,6.0,100.0,"{""type"":""Point"",""coordinates"":[108.5467687914665,14.264615219861776]}",108.5467687914665,14.264615219861776,350.34838130398896,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000675,1.0,694.0,0.1883600421510254,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.59554689789015,14.272971575235937]}",108.59554689789016,14.272971575235935,310.21294182842433,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000077b,1.0,959.0,0.3211173795352834,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.46592083026648,14.385621845149142]}",108.46592083026648,14.385621845149142,375.6116701711091,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000079b,1.0,716.0,0.1489918565077718,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.52898143736431,14.272971575235934]}",108.52898143736432,14.272971575235934,244.7338730859706,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000007a0,1.0,844.0,0.3091776072037497,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.56401659434123,14.36675538859201]}",108.56401659434124,14.36675538859201,71.16114732682493,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000087a,1.0,775.0,0.4725835059917403,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.45137078352907,14.237129320968336]}",108.45137078352909,14.237129320968336,434.6338788725914,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000008f6,1.0,783.0,0.6810766544380688,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.45137078352907,14.237668872195801]}",108.45137078352909,14.2376688721958,387.4343915991432,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b25,1.0,694.0,0.3181361914593025,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.59851220009068,14.271892472781]}",108.59851220009068,14.271892472781,379.860761295922,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000c1d,1.0,948.0,0.5499073687502866,7.0,100.0,"{""type"":""Point"",""coordinates"":[108.44894503255601,14.391547990449167]}",108.448945032556,14.391547990449167,280.53756385070034,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000008b1,1.0,693.0,0.2896286435450634,8.0,100.0,"{""type"":""Point"",""coordinates"":[108.60713610152806,14.259768177016682]}",108.60713610152806,14.259768177016682,35.433500451475965,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000946,1.0,644.0,0.6038093267896079,8.0,100.0,"{""type"":""Point"",""coordinates"":[108.50931234261755,14.178380664589184]}",108.50931234261756,14.178380664589184,633.7396782036429,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006b3,1.0,717.0,0.7907117811605417,9.0,100.0,"{""type"":""Point"",""coordinates"":[108.41714272384283,14.207485217165026]}",108.41714272384284,14.207485217165026,2914.198089432427,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006e5,1.0,605.0,0.312189140685875,9.0,100.0,"{""type"":""Point"",""coordinates"":[108.44651928158292,14.28105592544583]}",108.44651928158292,14.28105592544583,436.7247056042119,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000007b5,1.0,639.0,0.3190436491994398,9.0,100.0,"{""type"":""Point"",""coordinates"":[108.46376708445766,14.14846455562162]}",108.46376708445766,14.14846455562162,524.7867348353128,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000884,1.0,772.0,0.2908645559775852,9.0,100.0,"{""type"":""Point"",""coordinates"":[108.62815630389399,14.306927629757924]}",108.628156303894,14.306927629757924,2320.238392394496,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000bdd,1.0,602.0,0.1632057954263009,9.0,100.0,"{""type"":""Point"",""coordinates"":[108.48963878876975,14.285367876164512]}",108.48963878876977,14.285367876164512,486.8149899504278,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000798,1.0,652.0,0.2386032049230965,10.0,100.0,"{""type"":""Point"",""coordinates"":[108.58557634793463,14.253298021388133]}",108.58557634793463,14.253298021388131,154.97133382079124,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006eb,1.0,788.0,0.4130116162711859,11.0,100.0,"{""type"":""Point"",""coordinates"":[108.45244542688296,14.264887225026039]}",108.45244542688296,14.26488722502604,408.9327548683209,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a87,1.0,799.0,0.4408153532403371,11.0,100.0,"{""type"":""Point"",""coordinates"":[108.51362429333624,14.341690781570591]}",108.51362429333624,14.341690781570591,337.2226967206351,32317.0,1,KBang,train,1,,,,,,,,,,
00000000000000000c25,1.0,532.0,0.4889677828387757,11.0,100.0,"{""type"":""Point"",""coordinates"":[108.53679824151101,14.180534410398005]}",108.536798241511,14.180534410398003,869.5748763834347,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000007d2,1.0,749.0,0.5532345614027598,12.0,100.0,"{""type"":""Point"",""coordinates"":[108.56024419485,14.273239121299143]}",108.56024419485,14.273239121299143,84.70481895345117,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000009c6,1.0,846.0,0.3772433112844319,12.0,100.0,"{""type"":""Point"",""coordinates"":[108.56213039459563,14.361636340582653]}",108.56213039459564,14.361636340582653,67.06805969221317,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000acb,1.0,881.0,0.1138024112088653,12.0,100.0,"{""type"":""Point"",""coordinates"":[108.42738527896259,14.279437271763431]}",108.4273852789626,14.279437271763433,1554.3948012415094,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000be8,1.0,711.0,0.6658730191635407,12.0,100.0,"{""type"":""Point"",""coordinates"":[108.55081319612196,14.27512532104475]}",108.55081319612196,14.27512532104475,128.13604386692154,32267.0,1,KBang,train,1,,,,,,,,,,
00000000000000000b26,1.0,792.0,0.5078888266678792,13.0,100.0,"{""type"":""Point"",""coordinates"":[108.57318004700606,14.306927629757924]}",108.57318004700606,14.306927629757924,1413.7892590434171,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b27,1.0,1015.0,0.645186590136435,13.0,100.0,"{""type"":""Point"",""coordinates"":[108.4276528250258,14.406909593578286]}",108.4276528250258,14.406909593578286,405.6856019713311,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000685,1.0,756.0,0.3616788103074287,14.0,100.0,"{""type"":""Point"",""coordinates"":[108.45864357734725,14.26434767379857]}",108.45864357734725,14.26434767379857,371.5738865954671,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000720,1.0,1045.0,0.1518398714225148,14.0,100.0,"{""type"":""Point"",""coordinates"":[108.3998949209681,14.412300646751904]}",108.3998949209681,14.412300646751904,3829.619118833906,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000008f7,1.0,709.0,0.7474995173117801,14.0,100.0,"{""type"":""Point"",""coordinates"":[108.5265601454923,14.268659624517252]}",108.5265601454923,14.268659624517252,2273.327597437988,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a0d,1.0,650.0,0.0153740763130649,14.0,100.0,"{""type"":""Point"",""coordinates"":[108.48855968631482,14.19940086695513]}",108.48855968631482,14.19940086695513,142.48801473814186,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000c60,1.0,733.0,0.2183829636374471,14.0,100.0,"{""type"":""Point"",""coordinates"":[108.5365306954478,14.132835406429292]}",108.5365306954478,14.132835406429292,1089.2663829687758,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000085d,1.0,707.0,0.3359257450493387,15.0,100.0,"{""type"":""Point"",""coordinates"":[108.4438215254456,14.260842820370561]}",108.4438215254456,14.26084282037056,727.4242635826685,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b69,1.0,802.0,0.2608661648845237,15.0,100.0,"{""type"":""Point"",""coordinates"":[108.51874334134558,14.334417987752422]}",108.51874334134558,14.334417987752422,588.8830440376413,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000bfe,1.0,848.0,0.7376794727733679,15.0,100.0,"{""type"":""Point"",""coordinates"":[108.59824465402748,14.362982989100795]}",108.59824465402748,14.362982989100797,378.37817887555,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a82,1.0,886.0,0.7060046761909341,16.0,100.0,"{""type"":""Point"",""coordinates"":[108.42010802604338,14.385621845149142]}",108.42010802604338,14.385621845149142,731.478998492464,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000aed,1.0,874.0,0.5675200832755793,16.0,100.0,"{""type"":""Point"",""coordinates"":[108.32497756416915,14.3910084392217]}",108.32497756416916,14.3910084392217,705.3568977971029,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b48,1.0,634.0,0.6474229412111255,16.0,100.0,"{""type"":""Point"",""coordinates"":[108.48451528165936,14.147657458330947]}",108.48451528165936,14.147657458330947,202.80454582289028,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000b6c,1.0,576.0,0.0557152631612805,16.0,100.0,"{""type"":""Point"",""coordinates"":[108.52817434007362,14.228772965594178]}",108.52817434007362,14.228772965594178,307.8981118550736,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000081d,1.0,618.0,0.2546852156918737,18.0,100.0,"{""type"":""Point"",""coordinates"":[108.50068844118019,14.206138568646887]}",108.5006884411802,14.206138568646889,425.1357222246858,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000af9,1.0,797.0,0.3669719993619545,18.0,100.0,"{""type"":""Point"",""coordinates"":[108.49691158258793,14.34816093719914]}",108.49691158258791,14.34816093719914,360.51136118544406,31895.0,1,KBang,train,1,,,,,,,,,,
000000000000000007cf,1.0,993.0,0.6561007191948502,19.0,100.0,"{""type"":""Point"",""coordinates"":[108.47643093144944,14.4104144470063]}",108.47643093144944,14.4104144470063,1348.819092588976,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000008c1,1.0,735.0,0.2473449685597513,19.0,100.0,"{""type"":""Point"",""coordinates"":[108.4357371752357,14.255723772361206]}",108.4357371752357,14.255723772361206,1100.9499520334489,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000be6,1.0,677.0,0.6366744834567725,19.0,100.0,"{""type"":""Point"",""coordinates"":[108.43358342942687,14.282942125191438]}",108.43358342942687,14.282942125191438,945.8409995949264,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000006c5,1.0,744.0,0.2710565392356934,20.0,100.0,"{""type"":""Point"",""coordinates"":[108.45352452933788,14.389122239476093]}",108.45352452933788,14.389122239476093,617.2365822444025,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000007c7,1.0,765.0,0.6989915347575829,20.0,100.0,"{""type"":""Point"",""coordinates"":[108.51011943990822,14.32309633017772]}",108.51011943990822,14.32309633017772,893.0046394841563,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000adb,1.0,694.0,0.660873673471028,20.0,100.0,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.233624467540327]}",108.48155443855984,14.233624467540327,262.27060242116204,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000099a,1.0,707.0,0.3223988178246338,21.0,100.0,"{""type"":""Point"",""coordinates"":[108.55000609883129,14.276204423499685]}",108.55000609883128,14.276204423499683,77.40255506227382,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000860,1.0,837.0,0.1762096419167199,22.0,100.0,"{""type"":""Point"",""coordinates"":[108.46861858640382,14.212064713946917]}",108.46861858640382,14.212064713946916,603.979520031849,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a76,1.0,664.0,0.6874741303127127,23.0,100.0,"{""type"":""Point"",""coordinates"":[108.4777775799676,14.210718065428777]}",108.4777775799676,14.210718065428775,125.89404716075784,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a88,1.0,754.0,0.4069737513292002,26.0,100.0,"{""type"":""Point"",""coordinates"":[108.47777757996758,14.20856431961996]}",108.47777757996758,14.20856431961996,293.54564999207463,0.0,0,KBang,train,1,,,,,,,,,,
000000000000000009c9,1.0,636.0,0.0212110440341789,27.0,100.0,"{""type"":""Point"",""coordinates"":[108.45406408056536,14.294259323665083]}",108.45406408056536,14.294259323665084,321.1180999772213,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000a00,1.0,673.0,0.1942586977696726,27.0,100.0,"{""type"":""Point"",""coordinates"":[108.45433162662857,14.36837404227441]}",108.45433162662856,14.36837404227441,440.88887298794407,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000bea,1.0,738.0,0.5409527845661757,28.0,100.0,"{""type"":""Point"",""coordinates"":[108.43789538014558,14.258149523334282]}",108.43789538014558,14.258149523334282,789.3079551691982,0.0,0,KBang,train,1,,,,,,,,,,
00000000000000000c2e,1.0,695.0,0.6728742089421024,28.0,100.0,"{""type"":""Point"",""coordinates"":[108.53625869028353,14.129063006938074]}",108.53625869028352,14.129063006938074,1476.5207619927285,0.0,0,KBang,train,1,,,,,,,,,,
0000000000000000017b,0.0,868.0,0.8878109557153565,33.0,32.0,"{""type"":""Point"",""coordinates"":[108.46807903517633,14.102651751398517]}",108.46807903517632,14.102651751398517,5132.262815376494,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000e5,0.0,845.0,0.8794422323751423,3.0,35.0,"{""type"":""Point"",""coordinates"":[108.5365306954478,14.349775131780486]}",108.5365306954478,14.349775131780486,181.13627864807077,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000054,0.0,960.0,0.8368829256672853,15.0,42.0,"{""type"":""Point"",""coordinates"":[108.42927147870819,14.380498338038727]}",108.4292714787082,14.380498338038729,610.0837762767156,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000004,0.0,593.0,0.9150274969342364,18.0,44.0,"{""type"":""Point"",""coordinates"":[108.45109877836481,14.292105577856269]}",108.4510987783648,14.292105577856267,18.61333425791936,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000050,0.0,912.0,0.8673330778956793,14.0,45.0,"{""type"":""Point"",""coordinates"":[108.4117516706692,14.389394244640354]}",108.4117516706692,14.389394244640354,1430.419138016656,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000095,0.0,514.0,0.9052354074016978,6.0,48.0,"{""type"":""Point"",""coordinates"":[108.52844634523788,14.20047551030901]}",108.52844634523788,14.20047551030901,446.7243807287193,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000053,0.0,567.0,0.9367256565691509,7.0,49.0,"{""type"":""Point"",""coordinates"":[108.4990697874978,14.14226640515733]}",108.4990697874978,14.14226640515733,325.3367725873762,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000169,0.0,855.0,0.8264402709922377,11.0,58.0,"{""type"":""Point"",""coordinates"":[108.54353594320274,14.347081834744206]}",108.54353594320274,14.347081834744206,544.6033912533177,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000035,0.0,589.0,0.8245018353573264,20.0,58.0,"{""type"":""Point"",""coordinates"":[108.50149553847086,14.225807663393638]}",108.50149553847086,14.225807663393638,105.62590503464556,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000001,0.0,1205.0,0.8028795912758616,10.0,59.0,"{""type"":""Point"",""coordinates"":[108.40124156948623,14.538154314884363]}",108.40124156948625,14.538154314884364,3741.01818283764,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000079,0.0,1124.0,0.8387444942321671,6.0,61.0,"{""type"":""Point"",""coordinates"":[108.43924202866371,14.537886768821151]}",108.43924202866371,14.537886768821153,1351.565083646753,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000012a,0.0,586.0,0.9135812709984162,7.0,62.0,"{""type"":""Point"",""coordinates"":[108.49933733356099,14.174336259933712]}",108.499337333561,14.174336259933712,1675.3751173819378,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000111,0.0,786.0,0.9084141923191652,10.0,62.0,"{""type"":""Point"",""coordinates"":[108.46376708445767,14.243327471432627]}",108.46376708445769,14.243327471432629,314.46830880975153,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000008d,0.0,562.0,0.8853176211152717,15.0,62.0,"{""type"":""Point"",""coordinates"":[108.50580748918954,14.241441271687018]}",108.50580748918954,14.241441271687018,637.7800155235421,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000e0,0.0,566.0,0.932685178072672,22.0,64.0,"{""type"":""Point"",""coordinates"":[108.56347704311376,14.187004566026554]}",108.56347704311376,14.187004566026554,670.6746552079925,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000a5,0.0,1091.0,0.8925331361678034,9.0,65.0,"{""type"":""Point"",""coordinates"":[108.39423632173127,14.402058091632142]}",108.39423632173128,14.402058091632142,3381.1997259587,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000d0,0.0,774.0,0.9928556878074228,8.0,66.0,"{""type"":""Point"",""coordinates"":[108.46268798200272,14.221767717839219]}",108.46268798200272,14.22176771783922,240.9775587036497,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000148,0.0,874.0,0.8802575762419795,10.0,66.0,"{""type"":""Point"",""coordinates"":[108.48262908191373,14.364329637618932]}",108.48262908191371,14.364329637618932,1024.758362605853,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000fe,0.0,576.0,0.8247086273199619,8.0,67.0,"{""type"":""Point"",""coordinates"":[108.55970464362254,14.205059466191951]}",108.55970464362254,14.205059466191951,226.10403960686764,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000106,0.0,1057.0,0.9923161499317108,28.0,68.0,"{""type"":""Point"",""coordinates"":[108.43304387819943,14.40448384260521]}",108.43304387819944,14.40448384260521,99.33440640852716,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000003f,0.0,517.0,0.8549522365745277,7.0,70.0,"{""type"":""Point"",""coordinates"":[108.56617479925109,14.049561694256187]}",108.56617479925109,14.049561694256187,120.07048165439744,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000010e,0.0,879.0,0.9274129183767398,20.0,72.0,"{""type"":""Point"",""coordinates"":[108.43007857599888,14.319323930686505]}",108.43007857599888,14.319323930686505,3047.142389743658,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000005d,0.0,634.0,0.9017324887148536,22.0,72.0,"{""type"":""Point"",""coordinates"":[108.6065965503006,14.204519914964486]}",108.6065965503006,14.204519914964486,11.064213056525748,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000157,0.0,1090.0,0.911377427924573,22.0,74.0,"{""type"":""Point"",""coordinates"":[108.47885668242252,14.128523455710612]}",108.47885668242252,14.128523455710612,2330.4044701703406,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000080,0.0,885.0,0.8027951862078687,22.0,75.0,"{""type"":""Point"",""coordinates"":[108.4831686331412,14.059532244211693]}",108.4831686331412,14.059532244211692,2794.3757413595304,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000003d,0.0,632.0,0.9764492349826814,7.0,76.0,"{""type"":""Point"",""coordinates"":[108.48990633483297,14.209371416910637]}",108.48990633483297,14.209371416910637,208.05010974925756,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000052,0.0,630.0,0.8256091603729871,8.0,76.0,"{""type"":""Point"",""coordinates"":[108.49206453974283,14.196975115982058]}",108.49206453974284,14.196975115982058,153.8745736364153,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000f5,0.0,848.0,0.8100403769741454,16.0,76.0,"{""type"":""Point"",""coordinates"":[108.57398714429672,14.399092789431597]}",108.57398714429672,14.399092789431595,1966.0580569233489,0.0,0,KBang,test,0,,,,,,,,,,
000000000000000000a8,0.0,831.0,0.96346534582792,11.0,77.0,"{""type"":""Point"",""coordinates"":[108.60956185250112,14.475361253849737]}",108.60956185250112,14.475361253849735,6587.857253250105,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000115,0.0,983.0,0.9253096700373148,20.0,78.0,"{""type"":""Point"",""coordinates"":[108.32497756416915,14.33765083601617]}",108.32497756416916,14.33765083601617,710.8486197889553,0.0,0,KBang,test,0,,,,,,,,,,
0000000000000000013a,0.0,922.0,0.9992177700247328,29.0,78.0,"{""type"":""Point"",""coordinates"":[108.4230733282439,14.35139378546289]}",108.4230733282439,14.35139378546289,3352.646417340957,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000124,0.0,1102.0,0.8650611413585113,3.0,81.0,"{""type"":""Point"",""coordinates"":[108.43681627769064,14.516594561290951]}",108.43681627769064,14.516594561290953,202.16764768819584,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000161,0.0,618.0,0.9190210946730912,6.0,81.0,"{""type"":""Point"",""coordinates"":[108.5920465035632,14.184846361116685]}",108.5920465035632,14.184846361116684,482.9112018803006,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000063,0.0,1074.0,0.9100099810563264,30.0,81.0,"{""type"":""Point"",""coordinates"":[108.36081981843675,14.459460099493148]}",108.36081981843677,14.459460099493148,2703.402025625845,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000073,0.0,649.0,0.8484154983822795,3.0,82.0,"{""type"":""Point"",""coordinates"":[108.62869585512146,14.14226640515733]}",108.62869585512146,14.14226640515733,303.87928367638955,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000178,0.0,1065.0,0.804965204974859,4.0,82.0,"{""type"":""Point"",""coordinates"":[108.42522707405271,14.363790086391466]}",108.42522707405271,14.363790086391466,2329.3316430236728,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000012,0.0,966.0,0.9106408811303356,8.0,82.0,"{""type"":""Point"",""coordinates"":[108.46592083026648,14.386968493667277]}",108.46592083026648,14.386968493667275,227.1781546849185,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000031,0.0,1142.0,0.863065895516908,11.0,82.0,"{""type"":""Point"",""coordinates"":[108.38587996635712,14.422271196707413]}",108.38587996635712,14.422271196707412,1233.4840869380912,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000087,0.0,1012.0,0.9983422449630808,12.0,82.0,"{""type"":""Point"",""coordinates"":[108.31662120879498,14.383735645403531]}",108.31662120879498,14.383735645403531,1372.0652896384483,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000076,0.0,1002.0,0.8441121884677466,16.0,82.0,"{""type"":""Point"",""coordinates"":[108.45191033475653,14.184846361116685]}",108.45191033475652,14.184846361116684,1214.5067456823504,0.0,0,KBang,test,0,,,,,,,,,,
00000000000000000037,0.0,829.0,0.8695941101700848,17.0,82.0,"{""type"":""Point"",""coordinates"":[108.42873192748074,14.188890765772161]}",108.42873192748074,14.18889076577216,4258.0703080429,0.0,0,KBang,test,0,,,,,,,,,,
