grid_id,x_utm,y_utm,centroid_lon,centroid_lat,dist_to_nearest_road_m
kbang_00279,864500.0,1611500.0,108.3817947140372,14.552169208570731,6106.224099390757
kbang_00280,864500.0,1612500.0,108.38193234741652,14.561194945232762,5500.7927520343055
kbang_00281,864500.0,1613500.0,108.38207007548866,14.570220673669454,6302.0766582010965
kbang_00282,864500.0,1614500.0,108.38220789827179,14.57924639387595,6621.38565177738
kbang_00283,864500.0,1615500.0,108.3823458157842,14.588272105847395,7068.8984780716455
kbang_00284,864500.0,1616311.1382478336,108.38245775554878,14.595593199989057,7510.520004265567
kbang_00285,864885.3520808542,1617024.2551002526,108.38612783242932,14.60197772352471,7654.976730026309
kbang_00286,865807.7756457867,1567834.6672328236,108.38797414026418,14.157878842714526,6991.517363064815
kbang_00287,865631.5611786654,1568487.1169509334,108.38643150473423,14.163790875997096,7067.6846226746175
kbang_00288,865500.0,1569500.0,108.38535018184899,14.172950348825738,7161.7514420979605
kbang_00289,865500.0,1570500.0,108.38548421899286,14.181976340058506,7222.990273323076
kbang_00290,865500.0,1571500.0,108.38561835033187,14.191002323263453,6718.472897642314
kbang_00291,865500.0,1572500.0,108.38575257588369,14.200028298435708,6173.69995077519
kbang_00292,865500.0,1573500.0,108.38588689566605,14.209054265570398,5752.500681273221
kbang_00293,865500.0,1574500.0,108.3860213096967,14.218080224662653,5483.425671411635
kbang_00294,865500.0,1575500.0,108.38615581799334,14.227106175707595,5389.308870323116
kbang_00295,865500.0,1576500.0,108.38629042057377,14.236132118700358,5479.1735787060725
kbang_00296,865500.0,1577500.0,108.38642511745574,14.245158053636072,5744.391709436081
kbang_00297,865500.0,1578500.0,108.38655990865706,14.254183980509863,5765.760498753135
kbang_00298,865500.0,1579500.0,108.38669479419552,14.263209899316863,5624.1713982348065
kbang_00299,865500.0,1580500.0,108.38682977408891,14.2722358100522,5658.499244893731
kbang_00300,865500.0,1581500.0,108.38696484835508,14.281261712711009,5818.930450893334
kbang_00301,865500.0,1582500.0,108.38710001701187,14.290287607288414,6032.39700537739
kbang_00302,865500.0,1583500.0,108.38723528007716,14.299313493779552,6248.21528983098
kbang_00303,865500.0,1584500.0,108.3873706375688,14.308339372179557,6359.683086873222
kbang_00304,865500.0,1585500.0,108.38750608950467,14.317365242483556,6053.104463761985
kbang_00305,865500.0,1586500.0,108.38764163590267,14.326391104686682,5901.922858660518
kbang_00306,865500.0,1587500.0,108.38777727678072,14.33541695878407,5854.09216833031
kbang_00307,865500.0,1588500.0,108.38791301215677,14.344442804770859,5957.655301984661
kbang_00308,865500.0,1589500.0,108.38804884204873,14.353468642642175,5674.0954549509925
kbang_00309,865500.0,1590500.0,108.38818476647457,14.362494472393156,5021.445062555679
kbang_00310,865500.0,1591500.0,108.38832078545225,14.371520294018937,4467.15635031739
kbang_00311,865500.0,1592500.0,108.38845689899979,14.380546107514656,3735.5085125854785
kbang_00312,865500.0,1593500.0,108.38859310713514,14.389571912875443,3375.340086735317
kbang_00313,865500.0,1594500.0,108.38872940987635,14.398597710096437,2697.819910063558
kbang_00314,865500.0,1595500.0,108.38886580724143,14.407623499172768,2753.2830561993082
