system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m
000000000000000004aa,0,1072,0.4503156598901311,5,98,"{""type"":""Point"",""coordinates"":[108.47185143466754,14.447875354956293]}",108.47185143466754,14.447875354956293,98.37208805198428
000000000000000004eb,0,1041,0.3746817780913428,5,98,"{""type"":""Point"",""coordinates"":[108.5807248459885,14.491529954269533]}",108.5807248459885,14.491529954269533,6687.1303630600505
00000000000000000565,0,1113,0.4377449402983943,5,98,"{""type"":""Point"",""coordinates"":[108.41902892358843,14.440058550809605]}",108.41902892358843,14.440058550809605,181.08714569217963
0000000000000000056c,0,734,0.5560092404558372,5,98,"{""type"":""Point"",""coordinates"":[108.66858251404453,14.202901261282088]}",108.66858251404453,14.202901261282088,5485.790334584258
000000000000000005df,0,924,0.0625116878148086,5,98,"{""type"":""Point"",""coordinates"":[108.49853023627033,14.368374042274407]}",108.49853023627033,14.368374042274407,179.070994526995
00000000000000000061,0,735,0.7541158003629554,6,98,"{""type"":""Point"",""coordinates"":[108.41202367583347,14.203712817673814]}",108.41202367583347,14.203712817673814,3606.664407188645
00000000000000000079,0,1123,0.3309624814543085,6,98,"{""type"":""Point"",""coordinates"":[108.42630617650767,14.467816454867307]}",108.42630617650767,14.467816454867307,2048.9129089169164
000000000000000000ec,0,1052,0.1239618904916581,6,98,"{""type"":""Point"",""coordinates"":[108.52979299375602,14.518480761036555]}",108.52979299375602,14.518480761036555,3417.849371831399
0000000000000000016d,0,987,0.4927386395430375,6,98,"{""type"":""Point"",""coordinates"":[108.50392128944394,14.403676745314542]}",108.50392128944394,14.403676745314542,867.5648527012809
00000000000000000182,0,731,0.6204408052284621,6,98,"{""type"":""Point"",""coordinates"":[108.61764620271101,14.246560319696375]}",108.61764620271101,14.246560319696375,906.4376497094898
000000000000000001bb,0,793,0.5775854038018415,6,98,"{""type"":""Point"",""coordinates"":[108.65025560871489,14.277551072017824]}",108.65025560871489,14.277551072017824,4008.9738699640493
000000000000000001da,0,1091,0.7838300585629386,6,98,"{""type"":""Point"",""coordinates"":[108.46996523492194,14.493955705242605]}",108.46996523492194,14.493955705242605,2274.829267341995
0000000000000000025c,0,912,0.5818303889269991,6,98,"{""type"":""Point"",""coordinates"":[108.58315059696157,14.446256701273896]}",108.58315059696157,14.446256701273896,2611.565165343174
000000000000000002b1,0,1103,0.0819829756213785,6,98,"{""type"":""Point"",""coordinates"":[108.4033997743961,14.468356006094774]}",108.4033997743961,14.468356006094774,169.36140455554133
000000000000000002e5,0,864,0.6432844609109218,6,98,"{""type"":""Point"",""coordinates"":[108.58827410407197,14.37753749493924]}",108.58827410407197,14.37753749493924,1409.8431523229813
0000000000000000030e,0,940,0.6690530752272028,6,98,"{""type"":""Point"",""coordinates"":[108.61872530516597,14.505005357653046]}",108.61872530516597,14.505005357653046,9455.033353046509
00000000000000000319,0,949,0.7679263345909945,6,98,"{""type"":""Point"",""coordinates"":[108.57264049577859,14.459999650720613]}",108.57264049577859,14.459999650720613,2418.141535759692
00000000000000000483,0,961,0.6884265643637939,6,98,"{""type"":""Point"",""coordinates"":[108.50661458648021,14.378612138293123]}",108.50661458648021,14.378612138293123,252.57754188104335
000000000000000004c3,0,966,0.2097237157399757,6,98,"{""type"":""Point"",""coordinates"":[108.58962075259012,14.468623552157979]}",108.58962075259012,14.468623552157979,4403.114326509064
00000000000000000573,0,840,0.7703095901791654,6,98,"{""type"":""Point"",""coordinates"":[108.61710665148355,14.337111284788698]}",108.61710665148355,14.337111284788698,2864.5430863022593
00000000000000000578,0,953,0.6640026840723431,6,98,"{""type"":""Point"",""coordinates"":[108.59096740110824,14.45002910076511]}",108.59096740110824,14.45002910076511,3534.6762280391417
00000000000000000001,0,1153,0.2555607954724173,7,98,"{""type"":""Point"",""coordinates"":[108.38830571733018,14.454608597546997]}",108.38830571733018,14.454608597546997,2074.2716062631166
00000000000000000033,0,1058,0.5824073674481655,7,98,"{""type"":""Point"",""coordinates"":[108.43304387819943,14.412840197979367]}",108.43304387819943,14.412840197979367,567.3892231199196
00000000000000000052,0,880,0.4335423391861127,7,98,"{""type"":""Point"",""coordinates"":[108.59716555157254,14.397478594850249]}",108.59716555157254,14.397478594850249,2224.554355046686
0000000000000000009f,0,1224,0.1722497714999062,7,98,"{""type"":""Point"",""coordinates"":[108.3901919170758,14.527911759764592]}",108.3901919170758,14.527911759764592,2138.069094228908
000000000000000000fa,0,968,0.1977731554365775,7,98,"{""type"":""Point"",""coordinates"":[108.52548104303736,14.415805500179912]}",108.52548104303736,14.415805500179912,2772.6514505535474
00000000000000000181,0,810,0.430999751776809,7,98,"{""type"":""Point"",""coordinates"":[108.6319287033852,14.326601183605728]}",108.6319287033852,14.326601183605728,4044.7852965627067
000000000000000001c7,0,1243,0.6329392527282103,7,98,"{""type"":""Point"",""coordinates"":[108.3977411751593,14.53653566120196]}",108.3977411751593,14.53653566120196,3377.7435618802615
000000000000000002aa,0,1036,0.6417088213766603,7,98,"{""type"":""Point"",""coordinates"":[108.51119854236318,14.492341510661253]}",108.51119854236318,14.492341510661253,1194.5893499734448
00000000000000000336,0,1139,0.1305871516254019,7,98,"{""type"":""Point"",""coordinates"":[108.4616088795478,14.505005357653046]}",108.4616088795478,14.505005357653046,1907.5284228239925
00000000000000000384,0,903,0.7031838627847974,7,98,"{""type"":""Point"",""coordinates"":[108.62034395884837,14.451647754447507]}",108.62034395884837,14.451647754447507,5716.765280454751
000000000000000003b0,0,843,0.4619579474243345,7,98,"{""type"":""Point"",""coordinates"":[108.58503679670719,14.506624011335447]}",108.58503679670719,14.506624011335447,8168.597799487325
000000000000000003b4,0,997,0.7830104302906385,7,98,"{""type"":""Point"",""coordinates"":[108.49556493406978,14.42550404497116]}",108.49556493406978,14.42550404497116,4501.238317114524
00000000000000000548,0,953,0.5695679304986733,7,98,"{""type"":""Point"",""coordinates"":[108.62680965537587,14.52359980904591]}",108.62680965537587,14.52359980904591,12793.437818901724
0000000000000000058f,0,867,0.1608340142419654,7,98,"{""type"":""Point"",""coordinates"":[108.59959130254562,14.3910084392217]}",108.59959130254562,14.3910084392217,1675.2201268409294
000000000000000005b2,0,705,0.1113426948966574,7,98,"{""type"":""Point"",""coordinates"":[108.66453810938907,14.192663165263376]}",108.66453810938907,14.192663165263376,5047.904409383775
00000000000000000078,0,680,0.6846169815007663,8,98,"{""type"":""Point"",""coordinates"":[108.59770510280002,14.242248368977691]}",108.59770510280002,14.242248368977691,789.5025533049953
000000000000000000c2,0,763,0.4741708014943111,8,98,"{""type"":""Point"",""coordinates"":[108.65268135968795,14.237396867031546]}",108.65268135968795,14.237396867031546,3999.639097821121
00000000000000000180,0,871,0.3208442877855111,8,98,"{""type"":""Point"",""coordinates"":[108.42873192748074,14.35031468300795]}",108.42873192748074,14.35031468300795,2922.438405027327
000000000000000001c2,0,942,0.1235621848130736,8,98,"{""type"":""Point"",""coordinates"":[108.57210094455114,14.464583606603561]}",108.57210094455114,14.464583606603561,2718.340642164753
00000000000000000210,0,846,0.7748594657334907,8,98,"{""type"":""Point"",""coordinates"":[108.60821520398298,14.480752307023351]}",108.60821520398298,14.480752307023351,6811.459095839399
00000000000000000229,0,686,0.3500910214265643,8,98,"{""type"":""Point"",""coordinates"":[108.65941906137971,14.194549365008983]}",108.65941906137971,14.194549365008983,5127.620644701341
0000000000000000024c,0,926,0.082025529653665,8,98,"{""type"":""Point"",""coordinates"":[108.58934874742586,14.453801500256326]}",108.58934874742586,14.453801500256326,3514.956230711419
000000000000000003bf,0,961,0.5196725171480228,8,98,"{""type"":""Point"",""coordinates"":[108.51415938546266,14.418766343279398]}",108.51415938546266,14.418766343279398,3250.5393389994288
00000000000000000456,0,1097,0.1733553232417584,8,98,"{""type"":""Point"",""coordinates"":[108.50149553847086,14.52117405807284]}",108.50149553847086,14.52117405807284,1653.856941367837
00000000000000000499,0,984,0.1900722416606501,8,98,"{""type"":""Point"",""coordinates"":[108.50931234261755,14.416612597470584]}",108.50931234261755,14.416612597470584,3794.796776600913
000000000000000004b1,0,939,0.5224149660603029,8,98,"{""type"":""Point"",""coordinates"":[108.52790679401043,14.42388985038981]}",108.52790679401043,14.42388985038981,1909.6733538256633
000000000000000004ef,0,1063,0.1260535149589489,8,98,"{""type"":""Point"",""coordinates"":[108.45756893399337,14.438439897127205]}",108.45756893399337,14.438439897127205,290.94399904301923
0000000000000000060c,0,966,0.5134164471758648,8,98,"{""type"":""Point"",""coordinates"":[108.50957988868075,14.367562485882681]}",108.50957988868075,14.367562485882681,806.616409843729
00000000000000000025,0,983,0.1930063108562495,9,98,"{""type"":""Point"",""coordinates"":[108.48101488733239,14.4104144470063]}",108.48101488733239,14.4104144470063,1588.3075828924173
00000000000000000036,0,712,0.1574861984526019,9,98,"{""type"":""Point"",""coordinates"":[108.63085406003134,14.249793167960124]}",108.63085406003134,14.249793167960124,1854.0510065362023
00000000000000000075,0,994,0.6514159870440962,9,98,"{""type"":""Point"",""coordinates"":[108.48748058385989,14.429548449626633]}",108.48748058385989,14.429548449626633,2457.103701681089
000000000000000000be,0,1011,0.6970794680496956,9,98,"{""type"":""Point"",""coordinates"":[108.52116909231867,14.459732104657409]}",108.52116909231867,14.459732104657409,300.5909917463216
00000000000000000116,0,984,0.5783013036901409,9,98,"{""type"":""Point"",""coordinates"":[108.48074288216813,14.409874895778833]}",108.48074288216813,14.409874895778833,1523.3715811878715
00000000000000000126,0,991,0.0775076386933583,9,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.400983448278259]}",108.49799068504285,14.400983448278259,642.0751298929382
00000000000000000256,0,1417,0.6734642907883406,9,98,"{""type"":""Point"",""coordinates"":[108.39908782367742,14.167331012178748]}",108.39908782367742,14.167331012178748,5676.1281525112145
000000000000000002a9,0,692,0.5717128075451389,9,98,"{""type"":""Point"",""coordinates"":[108.62465590956702,14.244946125115028]}",108.62465590956702,14.244946125115028,1214.1751144011969
00000000000000000461,0,1316,0.3666165939945861,9,98,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.599600727400846]}",108.39073146830326,14.599600727400846,7112.328920031066
0000000000000000049a,0,887,0.6389327100822004,9,98,"{""type"":""Point"",""coordinates"":[108.6060569990731,14.432241746662914]}",108.6060569990731,14.432241746662914,3126.843574086365
000000000000000004e4,0,931,0.2612894269641949,9,98,"{""type"":""Point"",""coordinates"":[108.43466253188183,14.210718065428777]}",108.43466253188183,14.210718065428777,1559.9179044519678
000000000000000004f1,0,944,0.3058251149167451,9,98,"{""type"":""Point"",""coordinates"":[108.5087727913901,14.422003650644202]}",108.5087727913901,14.422003650644202,3470.7656655433475
0000000000000000057c,0,923,0.6140909107986211,9,98,"{""type"":""Point"",""coordinates"":[108.56914010145164,14.548124864839865]}",108.56914010145164,14.548124864839865,8735.124267216752
000000000000000005d0,0,805,0.0490908269725068,9,98,"{""type"":""Point"",""coordinates"":[108.64271080973245,14.26704097083485]}",108.64271080973245,14.26704097083485,2994.594077395993
00000000000000000007,0,812,0.2563406988348701,10,98,"{""type"":""Point"",""coordinates"":[108.59393270330881,14.341690781570591]}",108.59393270330881,14.341690781570591,1493.7445852681476
0000000000000000002b,0,918,0.382496034151667,10,98,"{""type"":""Point"",""coordinates"":[108.56401659434123,14.459192553429942]}",108.56401659434123,14.459192553429942,3107.5627274110725
00000000000000000074,0,885,0.6582428232292987,10,98,"{""type"":""Point"",""coordinates"":[108.5699471987423,14.438711902291466]}",108.5699471987423,14.438711902291466,1036.3516679279396
00000000000000000110,0,1044,0.062985802974427,10,98,"{""type"":""Point"",""coordinates"":[108.47804958513184,14.443830950300818]}",108.47804958513184,14.443830950300818,864.9018258199089
0000000000000000022b,0,910,0.328540312403586,10,98,"{""type"":""Point"",""coordinates"":[108.59743309763576,14.425236498907953]}",108.59743309763576,14.425236498907953,1915.2368071436422
0000000000000000028b,0,1087,0.3207966614358609,10,98,"{""type"":""Point"",""coordinates"":[108.40420687168678,14.434127946408523]}",108.40420687168678,14.434127946408523,2013.6190301157712
000000000000000002f2,0,1166,0.4091478866031548,10,98,"{""type"":""Point"",""coordinates"":[108.45999468496643,14.086211045814462]}",108.45999468496643,14.086211045814462,6142.71071682213
00000000000000000329,0,1217,0.2902198357537519,10,98,"{""type"":""Point"",""coordinates"":[108.38938481978512,14.533302812938212]}",108.38938481978512,14.533302812938212,3949.217377279729
00000000000000000462,0,877,0.5481803787265719,10,98,"{""type"":""Point"",""coordinates"":[108.60659655030058,14.403944291377746]}",108.60659655030058,14.403944291377746,2111.9813573683714
000000000000000004ce,0,959,0.1661042400907421,10,98,"{""type"":""Point"",""coordinates"":[108.58153640238021,14.453261949028859]}",108.58153640238021,14.453261949028859,2734.5362575249464
000000000000000004ff,0,1003,0.047805760596379,10,98,"{""type"":""Point"",""coordinates"":[108.56482815073296,14.479133653340948]}",108.56482815073296,14.479133653340948,4489.271556947584
00000000000000000505,0,1033,0.4404311650838163,10,98,"{""type"":""Point"",""coordinates"":[108.4831686331412,14.477519458759605]}",108.4831686331412,14.477519458759605,2079.349839027805
00000000000000000646,0,928,0.2460256043882757,10,98,"{""type"":""Point"",""coordinates"":[108.4729305371225,14.354359087663429]}",108.4729305371225,14.354359087663429,215.82521648158252
000000000000000000fd,0,1598,0.7202961776370221,11,98,"{""type"":""Point"",""coordinates"":[108.40070201825877,14.282942125191438]}",108.40070201825877,14.282942125191438,4424.008122252085
0000000000000000013d,0,1294,0.3136932841280929,11,98,"{""type"":""Point"",""coordinates"":[108.39639452664113,14.34276988402552]}",108.39639452664113,14.34276988402552,5974.198400220054
00000000000000000174,0,1254,0.7745717491380291,11,98,"{""type"":""Point"",""coordinates"":[108.39989492096811,14.566179765005268]}",108.39989492096811,14.566179765005268,6541.441409623866
0000000000000000032c,0,1149,0.4579037550115689,11,98,"{""type"":""Point"",""coordinates"":[108.45487117785603,14.48587135503271]}",108.45487117785603,14.48587135503271,706.826019306776
0000000000000000035c,0,748,0.2585792138656885,11,98,"{""type"":""Point"",""coordinates"":[108.4667323866582,14.271085375490328]}",108.4667323866582,14.271085375490328,877.7166668443662
0000000000000000036c,0,855,0.0434907913767329,11,98,"{""type"":""Point"",""coordinates"":[108.5839621533533,14.375379290029372]}",108.5839621533533,14.375379290029372,1132.8326516392094
00000000000000000389,0,1138,0.1789539704607473,11,98,"{""type"":""Point"",""coordinates"":[108.41579607532469,14.308546283440327]}",108.41579607532469,14.308546283440327,4023.311457664131
000000000000000003f1,0,993,0.1300971835423795,11,98,"{""type"":""Point"",""coordinates"":[108.5109265371989,14.449489549537644]}",108.5109265371989,14.449489549537644,1763.2711783960092
000000000000000004d4,0,733,0.3155160107261132,11,98,"{""type"":""Point"",""coordinates"":[108.59878420525496,14.319863481913973]}",108.59878420525496,14.319863481913973,1416.2981168261351
0000000000000000053a,0,718,0.117886102771101,11,98,"{""type"":""Point"",""coordinates"":[108.6313936112588,14.253837572615598]}",108.6313936112588,14.253837572615598,1713.9548562693435
0000000000000000053f,0,989,0.3521757685075191,11,98,"{""type"":""Point"",""coordinates"":[108.49071343212363,14.422810747934879]}",108.49071343212363,14.422810747934879,3095.8100948164515
000000000000000005e1,0,659,0.34496305077808,11,98,"{""type"":""Point"",""coordinates"":[108.44786593010106,14.342230332798058]}",108.44786593010106,14.342230332798058,2525.248684291764
00000000000000000623,0,1011,0.6778415981716691,11,98,"{""type"":""Point"",""coordinates"":[108.52952098859177,14.110196550380945]}",108.52952098859177,14.110196550380945,1309.0051175088029
000000000000000000f4,0,868,0.2229786775881732,12,98,"{""type"":""Point"",""coordinates"":[108.59635845428187,14.40259764285961]}",108.59635845428187,14.40259764285961,1950.876582811807
00000000000000000151,0,1005,0.4308577481122199,12,98,"{""type"":""Point"",""coordinates"":[108.50634704041703,14.490455310915651]}",108.50634704041703,14.490455310915651,686.32274721853
00000000000000000173,0,1176,0.2827701405440477,12,98,"{""type"":""Point"",""coordinates"":[108.47131188344008,14.121785754018852]}",108.47131188344008,14.121785754018852,3140.140633314867
000000000000000001c6,0,997,0.569717712018937,12,98,"{""type"":""Point"",""coordinates"":[108.5306000910467,14.317705277004103]}",108.5306000910467,14.317705277004103,2652.5926574139003
000000000000000001d3,0,1056,0.7875568129191247,12,98,"{""type"":""Point"",""coordinates"":[108.42549907921698,14.455420153938723]}",108.42549907921698,14.455420153938723,1197.4065145373477
00000000000000000211,0,1123,0.1634383690016075,12,98,"{""type"":""Point"",""coordinates"":[108.4893667836055,14.523871814210171]}",108.4893667836055,14.523871814210171,1541.1651452061506
000000000000000002b0,0,899,0.7194653228413694,12,98,"{""type"":""Point"",""coordinates"":[108.46619283543073,14.343576981316199]}",108.46619283543073,14.343576981316199,950.2178374933551
000000000000000003c1,0,978,0.6031153241416741,12,98,"{""type"":""Point"",""coordinates"":[108.61495290567473,14.504737811589836]}",108.61495290567473,14.504737811589836,8558.101229859341
000000000000000003d0,0,1028,0.7497916460992549,12,98,"{""type"":""Point"",""coordinates"":[108.56132329730494,14.518213214973352]}",108.56132329730494,14.518213214973352,5231.201858852876
000000000000000003e9,0,912,0.4989963405878235,12,98,"{""type"":""Point"",""coordinates"":[108.46376708445766,14.229584521985908]}",108.46376708445766,14.229584521985908,513.0698165301599
0000000000000000048b,0,747,0.5741099516610022,12,98,"{""type"":""Point"",""coordinates"":[108.6413641612143,14.248178973378776]}",108.6413641612143,14.248178973378776,2945.465890579507
00000000000000000543,0,868,0.6248259299819815,12,98,"{""type"":""Point"",""coordinates"":[108.58503679670719,14.507970659853585]}",108.58503679670719,14.507970659853585,8277.083163298674
00000000000000000614,0,1018,0.0159817775724557,12,98,"{""type"":""Point"",""coordinates"":[108.4748167368681,14.419038348443662]}",108.4748167368681,14.419038348443662,1265.923439755429
0000000000000000063f,0,984,0.2448318757821769,12,98,"{""type"":""Point"",""coordinates"":[108.57668490043406,14.56429356525966]}",108.57668490043406,14.56429356525966,10441.881453440401
00000000000000000090,0,843,0.5995025092030994,13,98,"{""type"":""Point"",""coordinates"":[108.43331142426261,14.324714983860124]}",108.43331142426261,14.324714983860124,2761.377365268513
0000000000000000013c,0,1411,0.6785249820543043,13,98,"{""type"":""Point"",""coordinates"":[108.35974071598181,14.334145982588158]}",108.35974071598181,14.334145982588158,2828.1433174704125
0000000000000000014c,0,1248,0.3476453248672692,13,98,"{""type"":""Point"",""coordinates"":[108.38911727372192,14.553243912849219]}",108.38911727372192,14.553243912849219,4762.401982427745
0000000000000000015f,0,955,0.5811124998452561,13,98,"{""type"":""Point"",""coordinates"":[108.58450170458075,14.497460558670616]}",108.58450170458075,14.497460558670616,7423.638282862698
000000000000000001a5,0,1069,0.1893350111602492,13,98,"{""type"":""Point"",""coordinates"":[108.35623586255382,14.46107875317555]}",108.35623586255382,14.46107875317555,2976.466881088291
000000000000000001ca,0,939,0.1410284604469247,13,98,"{""type"":""Point"",""coordinates"":[108.59554689789015,14.452722397801397]}",108.59554689789015,14.452722397801397,4096.187278267068
0000000000000000021d,0,1057,0.6868281813774698,13,98,"{""type"":""Point"",""coordinates"":[108.34653731776257,14.324175432632655]}",108.34653731776257,14.324175432632655,1618.0223362285853
00000000000000000242,0,975,0.0759642649496014,13,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.392627092904101]}",108.49799068504285,14.392627092904101,262.9973495460483
0000000000000000025a,0,938,0.2678734834485544,13,98,"{""type"":""Point"",""coordinates"":[108.57857110017967,14.535728563911285]}",108.57857110017967,14.535728563911285,7812.352827607134
00000000000000000273,0,666,0.2208187966235085,13,98,"{""type"":""Point"",""coordinates"":[108.55916509239509,14.221767717839215]}",108.55916509239509,14.221767717839215,707.9907539672303
000000000000000002f7,0,1032,0.0694574064319977,13,98,"{""type"":""Point"",""coordinates"":[108.37402321665601,14.188079209380431]}",108.37402321665601,14.188079209380431,7938.0330528195655
00000000000000000375,0,742,0.0210031888067473,13,98,"{""type"":""Point"",""coordinates"":[108.63435445435827,14.236857315804079]}",108.63435445435827,14.236857315804079,2024.1152254987844
000000000000000003d5,0,1292,0.2333352697017489,13,98,"{""type"":""Point"",""coordinates"":[108.36351311547303,14.574268574316223]}",108.36351311547303,14.574268574316223,7098.298610810144
0000000000000000050d,0,1105,0.4628745032450274,13,98,"{""type"":""Point"",""coordinates"":[108.42549907921698,14.460539201948084]}",108.42549907921698,14.460539201948084,1615.19683621518
00000000000000000528,0,853,0.6516017087616143,13,98,"{""type"":""Point"",""coordinates"":[108.61522045173795,14.339265030597515]}",108.61522045173795,14.339265030597515,3789.0623003539677
0000000000000000056a,0,1149,0.6081842520796807,13,98,"{""type"":""Point"",""coordinates"":[108.3424929131071,14.31609108242276]}",108.3424929131071,14.31609108242276,1825.395648438838
00000000000000000598,0,994,0.2722246683404379,13,98,"{""type"":""Point"",""coordinates"":[108.46214843077526,14.399904345823327]}",108.46214843077526,14.399904345823327,326.99651165966145
000000000000000005e4,0,999,0.7442653686694862,13,98,"{""type"":""Point"",""coordinates"":[108.43007857599888,14.406642047515081]}",108.43007857599888,14.406642047515081,282.1843811956562
000000000000000005ee,0,907,0.1650898605415192,13,98,"{""type"":""Point"",""coordinates"":[108.57991774869781,14.527644213701386]}",108.57991774869781,14.527644213701386,7138.487766929102
0000000000000000061a,0,744,0.0820140155509933,13,98,"{""type"":""Point"",""coordinates"":[108.66804296281707,14.217723313183743]}",108.66804296281707,14.217723313183743,6102.8344866149555
000000000000000000b7,0,1675,0.0581320430715159,14,98,"{""type"":""Point"",""coordinates"":[108.3821075668659,14.32121013043211]}",108.3821075668659,14.32121013043211,5389.859931966318
000000000000000000b8,0,1203,0.7629106031496229,14,98,"{""type"":""Point"",""coordinates"":[108.45379653450215,14.530337510737672]}",108.45379653450215,14.530337510737672,188.1348063735303
00000000000000000101,0,1064,0.3723911805021002,14,98,"{""type"":""Point"",""coordinates"":[108.44517263306479,14.471856400421728]}",108.44517263306479,14.471856400421728,737.3121439080505
000000000000000001c9,0,886,0.360787525579791,14,98,"{""type"":""Point"",""coordinates"":[108.6235768071121,14.450568651992576]}",108.6235768071121,14.450568651992576,5884.960312375438
00000000000000000206,0,1123,0.2698694543477421,14,98,"{""type"":""Point"",""coordinates"":[108.45568273424776,14.488836657233247]}",108.45568273424776,14.488836657233247,535.9620491384954
00000000000000000259,0,777,0.4594396067652361,14,98,"{""type"":""Point"",""coordinates"":[108.59069985504505,14.310972034413401]}",108.59069985504505,14.310972034413401,101.33623079640473
0000000000000000026a,0,1104,0.0848909681126184,14,98,"{""type"":""Point"",""coordinates"":[108.40879082756973,14.443563404237613]}",108.40879082756973,14.443563404237613,901.9032605135565
000000000000000002ae,0,1017,0.1351573914026871,14,98,"{""type"":""Point"",""coordinates"":[108.38561242029391,14.181613512852936]}",108.38561242029391,14.181613512852936,7204.29494150893
000000000000000003cc,0,1143,0.6351242638069514,14,98,"{""type"":""Point"",""coordinates"":[108.36108736449995,14.454073505420583]}",108.36108736449995,14.454073505420583,2110.9326789526117
000000000000000003ec,0,1006,0.1141986279538262,14,98,"{""type"":""Point"",""coordinates"":[108.53491204176538,14.490455310915651]}",108.53491204176538,14.490455310915651,1817.6994798956691
00000000000000000426,0,923,0.3330679151512803,14,98,"{""type"":""Point"",""coordinates"":[108.56617479925109,14.534921466620613]}",108.56617479925109,14.534921466620613,7141.493782470487
000000000000000004f3,0,937,0.5455365211607124,14,98,"{""type"":""Point"",""coordinates"":[108.58719500161703,14.446256701273896]}",108.58719500161703,14.446256701273896,3038.67907007296
00000000000000000552,0,1059,0.7511254581925629,14,98,"{""type"":""Point"",""coordinates"":[108.45244542688296,14.065997940739189]}",108.45244542688296,14.065997940739189,5805.212789268637
00000000000000000639,0,1040,0.5229324204037658,14,98,"{""type"":""Point"",""coordinates"":[108.48155443855985,14.444098496364028]}",108.48155443855985,14.444098496364028,1196.2063557296954
00000000000000000029,0,990,0.4229661204738066,15,98,"{""type"":""Point"",""coordinates"":[108.54973409366706,14.317977282168364]}",108.54973409366706,14.317977282168364,3449.7726043357584
00000000000000000083,0,857,0.5326546490045958,15,98,"{""type"":""Point"",""coordinates"":[108.57021474480551,14.391547990449167]}",108.57021474480551,14.391547990449167,2026.8632478939262
0000000000000000026d,0,765,0.2101972925255516,15,98,"{""type"":""Point"",""coordinates"":[108.45945513373898,14.38615693727555]}",108.45945513373898,14.38615693727555,642.9521832185876
000000000000000002d7,0,702,0.0241718895292933,15,98,"{""type"":""Point"",""coordinates"":[108.61441335444727,14.240901720459552]}",108.61441335444727,14.240901720459552,214.92244948643517
0000000000000000038f,0,935,0.6896149434718019,15,98,"{""type"":""Point"",""coordinates"":[108.54515459688515,14.333606431360694]}",108.54515459688515,14.333606431360694,811.6860397078716
000000000000000003ae,0,967,0.4758377967387759,15,98,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.41795924598873]}",108.49799068504285,14.41795924598873,4677.903236401352
000000000000000003c7,0,1493,0.3625927852982252,15,98,"{""type"":""Point"",""coordinates"":[108.35704741894553,14.237668872195801]}",108.35704741894553,14.237668872195801,8623.41479049817
00000000000000000416,0,1028,0.1885655345389612,15,98,"{""type"":""Point"",""coordinates"":[108.4672674787846,14.422003650644202]}",108.4672674787846,14.422003650644202,305.8898422278136
0000000000000000045c,0,1222,0.2391396937168965,15,98,"{""type"":""Point"",""coordinates"":[108.40959792486039,14.34330943525299]}",108.40959792486039,14.34330943525299,5061.562552507592
0000000000000000004f,0,1268,0.3870198623982721,16,98,"{""type"":""Point"",""coordinates"":[108.41444942680654,14.552436815558547]}",108.41444942680654,14.552436815558547,2606.4947866259045
00000000000000000136,0,1412,0.4834798687947825,16,98,"{""type"":""Point"",""coordinates"":[108.35785451623622,14.388315142185425]}",108.35785451623622,14.388315142185425,2412.4795011183983
0000000000000000024a,0,1463,0.790751671665484,16,98,"{""type"":""Point"",""coordinates"":[108.37833516737469,14.255184221133739]}",108.37833516737469,14.255184221133739,6617.298186951752
000000000000000004e2,0,1421,0.1500837497275361,16,98,"{""type"":""Point"",""coordinates"":[108.3980087212225,14.341690781570591]}",108.3980087212225,14.341690781570591,5979.483933012185
000000000000000005af,0,1260,0.3201453521680963,16,98,"{""type"":""Point"",""coordinates"":[108.3996273749049,14.56429356525966]}",108.3996273749049,14.56429356525966,6459.2471753461805
000000000000000000e7,0,1105,0.0064290850209379,17,98,"{""type"":""Point"",""coordinates"":[108.38561242029391,14.431974200599708]}",108.38561242029391,14.431974200599708,251.8717779530917
0000000000000000017e,0,1180,0.5733063013156966,17,98,"{""type"":""Point"",""coordinates"":[108.36998327110157,14.415533495015652]}",108.36998327110157,14.415533495015652,1461.803917132264
000000000000000001f7,0,1263,0.1586524565846525,17,98,"{""type"":""Point"",""coordinates"":[108.39235012198566,14.53977296856676]}",108.39235012198566,14.53977296856676,3427.938292823349
00000000000000000291,0,1035,0.6195424312569741,17,98,"{""type"":""Point"",""coordinates"":[108.47831713119506,14.465123157831025]}",108.47831713119506,14.465123157831025,909.5109608256963
000000000000000002e1,0,1007,0.2428216107274314,17,98,"{""type"":""Point"",""coordinates"":[108.3799538210571,14.187004566026554]}",108.3799538210571,14.187004566026554,7474.084573136827
0000000000000000030b,0,1098,0.7470718647135713,17,98,"{""type"":""Point"",""coordinates"":[108.36405266670049,14.21503001614746]}",108.36405266670049,14.21503001614746,7880.6819740726605
00000000000000000519,0,1054,0.4817226637057046,17,98,"{""type"":""Point"",""coordinates"":[108.49341118826098,14.457845904911801]}",108.49341118826098,14.457845904911801,2718.906820052003
00000000000000000550,0,1189,0.1462943601486436,17,98,"{""type"":""Point"",""coordinates"":[108.3934292244406,14.512282610572269]}",108.3934292244406,14.512282610572269,1656.305540660571
