system:index,defo,elevation,rand,slope,treecover2000,.geo,lon,lat,dist_to_nearest_road_m
000000000000000003cd,0,920,0.4224576786723161,8,97,"{""type"":""Point"",""coordinates"":[108.52494149180987,14.306388078530459]}",108.52494149180987,14.306388078530459,2087.566552639991
000000000000000003ed,0,1106,0.5927284771397242,8,97,"{""type"":""Point"",""coordinates"":[108.4516383295923,14.513361713027205]}",108.4516383295923,14.513361713027205,470.27322473982866
00000000000000000408,0,939,0.6790677568940713,8,97,"{""type"":""Point"",""coordinates"":[108.57722445166154,14.540847611920642]}",108.57722445166154,14.540847611920642,8237.304006426051
0000000000000000047d,0,1088,0.1699698108181778,8,97,"{""type"":""Point"",""coordinates"":[108.46080178225712,14.489104203296455]}",108.46080178225712,14.489104203296455,3308.6676286393376
00000000000000000487,0,936,0.4193826108372025,8,97,"{""type"":""Point"",""coordinates"":[108.47939623365,14.100226000425442]}",108.47939623365,14.100226000425442,4555.1252614704545
00000000000000000490,0,874,0.4528943988615772,8,97,"{""type"":""Point"",""coordinates"":[108.61333425199234,14.348428483262346]}",108.61333425199234,14.348428483262346,1594.2132155808729
000000000000000004f5,0,715,0.1824759561122585,8,97,"{""type"":""Point"",""coordinates"":[108.64675075528687,14.209910968138102]}",108.64675075528687,14.209910968138102,3864.0317929957414
00000000000000000590,0,939,0.4047707656012559,8,97,"{""type"":""Point"",""coordinates"":[108.5761453492066,14.538693866111828]}",108.5761453492066,14.538693866111828,7971.871760058376
000000000000000005ed,0,791,0.5647519239621602,8,97,"{""type"":""Point"",""coordinates"":[108.45460363179284,14.153855608795237]}",108.45460363179284,14.153855608795237,557.9914684929535
000000000000000005fd,0,714,0.7494041580846126,8,97,"{""type"":""Point"",""coordinates"":[108.67666686425443,14.194009813781514]}",108.67666686425443,14.194009813781514,4623.140923603721
000000000000000005ff,0,737,0.4391432338655742,8,97,"{""type"":""Point"",""coordinates"":[108.61657155935715,14.279976822990896]}",108.61657155935715,14.279976822990896,369.14016205536825
00000000000000000649,0,979,0.3416780830121122,8,97,"{""type"":""Point"",""coordinates"":[108.58638790432636,14.551090167040412]}",108.58638790432636,14.551090167040412,11332.676174235256
0000000000000000002c,0,1137,0.6152946308991014,9,97,"{""type"":""Point"",""coordinates"":[108.38399376661151,14.440865648100278]}",108.38399376661151,14.440865648100278,710.5634069699186
00000000000000000037,0,1032,0.0339651087077683,9,97,"{""type"":""Point"",""coordinates"":[108.5287138913011,14.527104662473922]}",108.5287138913011,14.527104662473922,3824.9659134770636
0000000000000000008e,0,1037,0.0372341084558139,9,97,"{""type"":""Point"",""coordinates"":[108.5518922985769,14.50985685959919]}",108.5518922985769,14.50985685959919,4007.6049757840465
000000000000000000af,0,1128,0.2991746459376359,9,97,"{""type"":""Point"",""coordinates"":[108.4060930714324,14.45299440296565]}",108.4060930714324,14.45299440296565,335.2485737911698
000000000000000000b1,0,809,0.0433957867374462,9,97,"{""type"":""Point"",""coordinates"":[108.58153640238021,14.327140734833199]}",108.58153640238021,14.327140734833199,80.93450051473499
000000000000000000bb,0,1491,0.4707720754533883,9,97,"{""type"":""Point"",""coordinates"":[108.33306191437904,14.235510667285936]}",108.33306191437904,14.235510667285936,10198.345646098764
000000000000000000d8,0,966,0.3308107268049798,9,97,"{""type"":""Point"",""coordinates"":[108.48020333094065,14.375111743966162]}",108.48020333094065,14.375111743966162,1930.5389708067908
000000000000000000e4,0,1002,0.3189096239577529,9,97,"{""type"":""Point"",""coordinates"":[108.55054119095772,14.545699113866792]}",108.55054119095772,14.545699113866792,6952.317847257067
000000000000000000e6,0,1036,0.1403118600109922,9,97,"{""type"":""Point"",""coordinates"":[108.44624727641866,14.461618304403016]}",108.44624727641866,14.461618304403016,3300.6956858462913
00000000000000000108,0,1246,0.5881048330359296,9,97,"{""type"":""Point"",""coordinates"":[108.39720162393182,14.591244372026686]}",108.39720162393182,14.591244372026686,5971.223013702888
00000000000000000122,0,1026,0.4788748322986145,9,97,"{""type"":""Point"",""coordinates"":[108.51739669282746,14.495841904988213]}",108.51739669282746,14.495841904988213,1955.4906531490249
00000000000000000165,0,1044,0.0701016371574558,9,97,"{""type"":""Point"",""coordinates"":[108.48640148140495,14.46889555732224]}",108.48640148140495,14.46889555732224,1785.6906197618994
0000000000000000017c,0,937,0.7154207836806402,9,97,"{""type"":""Point"",""coordinates"":[108.51658513643574,14.400171891886531]}",108.51658513643574,14.400171891886531,1357.4248245236704
000000000000000001ce,0,1056,0.7079208782868623,9,97,"{""type"":""Point"",""coordinates"":[108.49799068504285,14.448682452246972]}",108.49799068504285,14.448682452246972,3058.3587764896783
000000000000000001f3,0,1085,0.2187714905175911,9,97,"{""type"":""Point"",""coordinates"":[108.49583693923404,14.510396410826662]}",108.49583693923404,14.510396410826662,543.6287132517838
000000000000000001ff,0,999,0.4064790835993545,9,97,"{""type"":""Point"",""coordinates"":[108.45756893399337,14.448142901019507]}",108.45756893399337,14.448142901019507,1010.8431047430059
0000000000000000023c,0,1119,0.1234556681338534,9,97,"{""type"":""Point"",""coordinates"":[108.44328643331917,14.516055010063484]}",108.44328643331917,14.516055010063484,143.96044816584208
00000000000000000243,0,978,0.476904184986553,9,97,"{""type"":""Point"",""coordinates"":[108.53707024667524,14.331992236779346]}",108.53707024667524,14.331992236779346,924.104931262117
0000000000000000024b,0,973,0.487595578964922,9,97,"{""type"":""Point"",""coordinates"":[108.52143663838187,14.454073505420583]}",108.52143663838187,14.454073505420583,561.1185127154515
00000000000000000288,0,719,0.2629509481589056,9,97,"{""type"":""Point"",""coordinates"":[108.53625869028352,14.28752608107438]}",108.53625869028352,14.28752608107438,111.40630519703565
0000000000000000029a,0,928,0.2596100990297751,9,97,"{""type"":""Point"",""coordinates"":[108.5365306954478,14.477787004822808]}",108.5365306954478,14.477787004822808,2071.504002132912
000000000000000002d2,0,1220,0.2913105428600042,9,97,"{""type"":""Point"",""coordinates"":[108.40851882240547,14.531684159255809]}",108.40851882240547,14.531684159255809,3038.2518188831405
000000000000000002e2,0,961,0.5569254038155033,9,97,"{""type"":""Point"",""coordinates"":[108.54542214294837,14.468084000930514]}",108.54542214294837,14.468084000930514,2131.231262273109
000000000000000002fd,0,711,0.6518912840233108,9,97,"{""type"":""Point"",""coordinates"":[108.6039032532643,14.285100330101304]}",108.6039032532643,14.285100330101304,9.294688653176909
00000000000000000306,0,1441,0.6774379668535649,9,97,"{""type"":""Point"",""coordinates"":[108.3543496628082,14.233896472704588]}",108.3543496628082,14.233896472704588,8863.720063607148
0000000000000000031d,0,1260,0.7357703532607287,9,97,"{""type"":""Point"",""coordinates"":[108.41525652409723,14.569145067205811]}",108.41525652409723,14.569145067205811,2933.9795568466793
00000000000000000325,0,1220,0.2889523885391782,9,97,"{""type"":""Point"",""coordinates"":[108.37914672376641,14.411221544296971]}",108.37914672376641,14.411221544296971,2439.614703804074
0000000000000000033b,0,806,0.6555112128859538,9,97,"{""type"":""Point"",""coordinates"":[108.57479870068845,14.319323930686505]}",108.57479870068845,14.319323930686505,1031.1014494297717
0000000000000000034f,0,785,0.5636837855667618,9,97,"{""type"":""Point"",""coordinates"":[108.63731975655882,14.294259323665086]}",108.63731975655882,14.294259323665086,2957.2190390644128
00000000000000000363,0,951,0.4225767079561009,9,97,"{""type"":""Point"",""coordinates"":[108.60902230127367,14.461618304403016]}",108.60902230127367,14.461618304403016,5808.386274201061
00000000000000000379,0,849,0.6151571787460094,9,97,"{""type"":""Point"",""coordinates"":[108.4777775799676,14.32309633017772]}",108.4777775799676,14.32309633017772,110.06971431426268
00000000000000000410,0,745,0.6905563931896853,9,97,"{""type"":""Point"",""coordinates"":[108.63408690829509,14.271352921553534]}",108.63408690829509,14.271352921553534,2373.631834200524
0000000000000000047a,0,908,0.4286400352428705,9,97,"{""type"":""Point"",""coordinates"":[108.54946654760384,14.430355546917307]}",108.54946654760384,14.430355546917307,69.68098369231501
00000000000000000481,0,1111,0.0264872980335496,9,97,"{""type"":""Point"",""coordinates"":[108.4155285292615,14.472935502876663]}",108.4155285292615,14.472935502876663,1162.3194534515974
0000000000000000049d,0,682,0.7213432975912997,9,97,"{""type"":""Point"",""coordinates"":[108.62923540634893,14.206138568646887]}",108.62923540634893,14.206138568646887,2011.9732771885112
000000000000000004a2,0,1003,0.2336559043176036,9,97,"{""type"":""Point"",""coordinates"":[108.55269939586758,14.467544449703043]}",108.55269939586758,14.467544449703043,2665.296686396418
00000000000000000530,0,1633,0.4967765865785208,9,97,"{""type"":""Point"",""coordinates"":[108.39073146830326,14.32471498386012]}",108.39073146830326,14.32471498386012,6251.940435638775
00000000000000000535,0,1031,0.0669289591888245,9,97,"{""type"":""Point"",""coordinates"":[108.54057064100222,14.568605515978344]}",108.54057064100222,14.568605515978344,8164.1315471862235
0000000000000000053e,0,919,0.2172552045960369,9,97,"{""type"":""Point"",""coordinates"":[108.57857110017969,14.545699113866792]}",108.57857110017969,14.545699113866792,8781.70470585145
000000000000000005b5,0,915,0.256873195686131,9,97,"{""type"":""Point"",""coordinates"":[108.63112160609454,14.490990403042062]}",108.63112160609454,14.490990403042062,9483.933504326167
000000000000000005c3,0,918,0.7102348792750585,9,97,"{""type"":""Point"",""coordinates"":[108.54245684074782,14.467276903639835]}",108.54245684074782,14.467276903639835,343.6245333863504
000000000000000005cd,0,1635,0.7318322951922756,9,97,"{""type"":""Point"",""coordinates"":[108.37025081716479,14.285635422227719]}",108.37025081716479,14.285635422227719,6335.320865860859
000000000000000005e9,0,952,0.2151841174727848,9,97,"{""type"":""Point"",""coordinates"":[108.53033254498351,14.433053303054647]}",108.53033254498351,14.433053303054647,903.5553940454279
000000000000000005fe,0,972,0.5874503198986962,9,97,"{""type"":""Point"",""coordinates"":[108.51281273694451,14.416880143533794]}",108.51281273694451,14.416880143533794,3501.4076035005364
00000000000000000648,0,1109,0.6846287649235141,9,97,"{""type"":""Point"",""coordinates"":[108.4831686331412,14.48425716045136]}",108.4831686331412,14.48425716045136,1757.1720201048956
00000000000000000049,0,927,0.7394631138177373,10,97,"{""type"":""Point"",""coordinates"":[108.59258605479064,14.540580065857435]}",108.59258605479064,14.540580065857435,9102.675129614334
0000000000000000005c,0,687,0.5055377082963916,10,97,"{""type"":""Point"",""coordinates"":[108.63543355681321,14.191851608871648]}",108.63543355681321,14.191851608871648,2897.483677747732
00000000000000000099,0,898,0.3997338203681533,10,97,"{""type"":""Point"",""coordinates"":[108.48262908191373,14.090522996533142]}",108.48262908191373,14.090522996533142,4942.192162000045
000000000000000000bf,0,1053,0.6107075289631338,10,97,"{""type"":""Point"",""coordinates"":[108.445440179128,14.469163103385448]}",108.445440179128,14.469163103385448,731.2111203595952
000000000000000000c3,0,1547,0.7699343202503665,10,97,"{""type"":""Point"",""coordinates"":[108.36135936966421,14.256530869651877]}",108.36135936966421,14.256530869651877,8549.96952459516
000000000000000000cb,0,1003,0.6248827623297866,10,97,"{""type"":""Point"",""coordinates"":[108.5386844412566,14.52117405807284]}",108.5386844412566,14.52117405807284,4414.863264824963
000000000000000000f9,0,1246,0.528417749707501,10,97,"{""type"":""Point"",""coordinates"":[108.42846438141753,14.495841904988213]}",108.42846438141753,14.495841904988213,1262.0237984224052
0000000000000000011c,0,907,0.7928269947135228,10,97,"{""type"":""Point"",""coordinates"":[108.58665545038957,14.53195616442007]}",108.58665545038957,14.53195616442007,7954.607355289464
0000000000000000011e,0,897,0.6635093234093091,10,97,"{""type"":""Point"",""coordinates"":[108.33737386509773,14.40448384260521]}",108.33737386509773,14.40448384260521,64.65469642552961
00000000000000000131,0,998,0.7917876207335233,10,97,"{""type"":""Point"",""coordinates"":[108.5826110457341,14.557555863567906]}",108.5826110457341,14.557555863567906,10152.713195202623
00000000000000000154,0,970,0.4160627729968941,10,97,"{""type"":""Point"",""coordinates"":[108.61198760347419,14.531149067129395]}",108.61198760347419,14.531149067129395,9804.32808953427
00000000000000000196,0,847,0.6627583283733518,10,97,"{""type"":""Point"",""coordinates"":[108.62896786028573,14.340344133052447]}",108.62896786028573,14.340344133052447,3373.234044662521
000000000000000001eb,0,917,0.5563401854003514,10,97,"{""type"":""Point"",""coordinates"":[108.60067040500054,14.430355546917307]}",108.60067040500054,14.430355546917307,2548.118409586103
000000000000000001fd,0,851,0.0605277117180427,10,97,"{""type"":""Point"",""coordinates"":[108.5486549912121,14.382656542948595]}",108.5486549912121,14.382656542948595,1094.7715294449292
0000000000000000027f,0,1233,0.615566766074878,10,97,"{""type"":""Point"",""coordinates"":[108.41390987557908,14.558634966022838]}",108.41390987557908,14.558634966022838,2671.3966585738576
000000000000000002ba,0,975,0.1579591025425354,10,97,"{""type"":""Point"",""coordinates"":[108.5109265371989,14.456227251229398]}",108.5109265371989,14.456227251229398,1460.9554493719572
00000000000000000320,0,1541,0.5187286710174407,10,97,"{""type"":""Point"",""coordinates"":[108.38399376661152,14.286714524682653]}",108.38399376661152,14.286714524682653,6273.324753538
00000000000000000352,0,890,0.7241771934092531,10,97,"{""type"":""Point"",""coordinates"":[108.61064095495605,14.418226792051934]}",108.61064095495605,14.418226792051934,2975.8394077799267
000000000000000003a1,0,1027,0.4738607449408262,10,97,"{""type"":""Point"",""coordinates"":[108.54326839713954,14.501232958161832]}",108.54326839713954,14.501232958161832,2891.1634723361385
000000000000000003a5,0,950,0.0580975589320371,10,97,"{""type"":""Point"",""coordinates"":[108.52089708715441,14.470509751903586]}",108.52089708715441,14.470509751903586,263.8748210701853
000000000000000003b7,0,1036,0.0097206562445214,10,97,"{""type"":""Point"",""coordinates"":[108.4710443373769,14.420117450898594]}",108.4710443373769,14.420117450898594,754.7082363099845
000000000000000003b8,0,1523,0.4490635952366997,10,97,"{""type"":""Point"",""coordinates"":[108.35246346306259,14.242520374141952]}",108.35246346306259,14.242520374141952,9202.18789855627
000000000000000003bc,0,786,0.640837509641068,10,97,"{""type"":""Point"",""coordinates"":[108.62357680711212,14.2815954766733]}",108.62357680711212,14.2815954766733,1109.2115214406356
000000000000000004a0,0,1021,0.3294602108304388,10,97,"{""type"":""Point"",""coordinates"":[108.55727889264946,14.510935962054125]}",108.55727889264946,14.510935962054125,4321.127332596001
000000000000000004f9,0,1165,0.6644370937520538,10,97,"{""type"":""Point"",""coordinates"":[108.40205312587797,14.500153855706898]}",108.40205312587797,14.500153855706898,668.7773237401518
0000000000000000057a,0,1266,0.1410759021732267,10,97,"{""type"":""Point"",""coordinates"":[108.42199422578898,14.562679370678314]}",108.42199422578898,14.562679370678314,1953.1938962503698
