system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,elev,label,rand,slope,.geo
00000000000000000582,3882.0,2917.0,983.5,1232.0,1502.5,2936.5,0.0033313402,0.32304573,527,1,0.46527907024905646,3.924844,"{""type"":""Point"",""coordinates"":[108.34207821670911,13.786131381321766]}"
000000000000000005e3,2729.0,2096.5,658.0,877.5,1061.0,2184.5,0.020555945,0.34617162,527,1,0.1331840798494739,13.789358,"{""type"":""Point"",""coordinates"":[108.32914236455308,13.767804475992104]}"
00000000000000000335,2251.5,1862.0,526.5,746.5,1106.5,1788.5,-0.020134227,0.23557858,538,1,0.18564383016070996,1.9093798,"{""type"":""Point"",""coordinates"":[108.3205184631157,13.796101931277274]}"
0000000000000000048d,2187.5,1983.0,578.5,764.5,1024.0,1688.5,-0.080212444,0.24497695,539,1,0.28964403235996705,3.8252206,"{""type"":""Point"",""coordinates"":[108.32079046827997,13.79151797539433]}"
00000000000000000514,2804.0,2173.5,606.0,698.5,975.0,2661.5,0.10093071,0.46377012,539,1,0.19148885813399463,6.3438787,"{""type"":""Point"",""coordinates"":[108.33830581721791,13.788824678358049]}"
00000000000000000609,2171.0,1764.0,502.0,700.0,890.0,1915.0,0.041043762,0.36541888,539,1,0.5357867579676199,2.9392314,"{""type"":""Point"",""coordinates"":[108.3205184631157,13.795829926113012]}"
00000000000000000554,2229.5,1335.5,480.0,680.5,658.5,2403.5,0.2856379,0.56988895,540,1,0.013376786847835387,12.535081,"{""type"":""Point"",""coordinates"":[108.32752371087066,13.76888357844704]}"
000000000000000005c5,2608.0,2023.0,696.0,839.0,903.0,2227.0,0.048,0.4230032,540,1,0.10991949142948754,11.39488,"{""type"":""Point"",""coordinates"":[108.34585061620032,13.774274631620656]}"
000000000000000004de,1984.0,1710.5,611.5,778.0,881.5,2162.5,0.116705395,0.42082787,542,1,0.12378233197398258,2.8627288,"{""type"":""Point"",""coordinates"":[108.3164785175613,13.79475528275913]}"
00000000000000000617,2185.0,1572.0,642.0,879.0,942.0,2576.0,0.24204436,0.46446845,542,1,0.1008744841238729,7.4898834,"{""type"":""Point"",""coordinates"":[108.2830575551657,13.781819430603084]}"
000000000000000003b4,2697.0,2172.0,724.0,1032.0,1347.0,2100.0,-0.016853932,0.21845083,543,1,0.5944852280103748,3.9250023,"{""type"":""Point"",""coordinates"":[108.33695916869976,13.796101931277274]}"
000000000000000003d9,1902.5,1661.5,601.5,771.5,883.5,2037.0,0.101527646,0.3949666,543,1,0.08101366372613183,2.8627322,"{""type"":""Point"",""coordinates"":[108.3164785175613,13.795022828822342]}"
000000000000000003eb,1957.5,1711.5,595.0,797.0,893.0,2118.5,0.10626632,0.40694007,543,1,0.17774829174252726,1.3310527,"{""type"":""Point"",""coordinates"":[108.31620651239703,13.79502282882234]}"
0000000000000000035f,3513.5,2595.5,812.0,1033.0,1419.5,2564.5,-0.006007752,0.2873996,545,1,0.15061876668665908,0.9548755,"{""type"":""Point"",""coordinates"":[108.33318676920855,13.776695923492676]}"
00000000000000000392,3500.0,2480.0,691.0,954.5,1366.5,2462.5,-0.0035407182,0.2862366,545,1,0.21294732333611144,6.7939873,"{""type"":""Point"",""coordinates"":[108.33453341772669,13.777235474720143]}"
0000000000000000051c,3465.5,2482.5,804.0,1037.5,1356.0,2568.0,0.016929017,0.3088685,545,1,0.7779332685869492,2.0854418,"{""type"":""Point"",""coordinates"":[108.33318676920854,13.77642837742947]}"
00000000000000000551,3648.0,2675.5,847.0,1098.5,1462.5,2644.0,-0.0059216092,0.2877146,545,1,0.7636759190063341,0.0,"{""type"":""Point"",""coordinates"":[108.33291476404429,13.776695923492674]}"
00000000000000000599,3531.5,2510.5,789.0,1037.0,1351.0,2611.5,0.01971886,0.31810725,545,1,0.19516812785488535,1.3309981,"{""type"":""Point"",""coordinates"":[108.33291476404429,13.77642837742947]}"
00000000000000000607,3717.0,2712.0,864.0,1118.0,1486.0,2761.0,0.008953042,0.3002119,545,1,0.7199207932015549,0.0,"{""type"":""Point"",""coordinates"":[108.33264721798109,13.776695923492673]}"
00000000000000000633,3598.0,2683.0,842.0,1077.0,1473.0,2651.0,-0.00599925,0.285645,545,1,0.037090946099961775,0.0,"{""type"":""Point"",""coordinates"":[108.33291476404429,13.776967928656935]}"
00000000000000000589,3445.0,2422.5,672.5,943.0,1393.0,2368.0,-0.011376683,0.25923955,547,1,0.38376378564202474,4.1653767,"{""type"":""Point"",""coordinates"":[108.3345334177267,13.777507479884404]}"
00000000000000000363,2327.0,1428.0,535.5,765.5,702.5,2862.0,0.33426574,0.6058353,550,1,0.5709113166525503,13.648223,"{""type"":""Point"",""coordinates"":[108.34504351890965,13.774274631620655]}"
000000000000000005f4,1343.0,627.0,320.0,514.0,347.0,3003.0,0.6545454,0.79283583,551,1,0.7257812832896114,2.7802885,"{""type"":""Point"",""coordinates"":[108.31889980943332,13.800413881995954]}"
00000000000000000512,2805.0,1990.0,693.0,819.0,891.0,2899.0,0.1859276,0.5298153,559,1,0.7396213525275263,11.872793,"{""type"":""Point"",""coordinates"":[108.344236421619,13.78855713229484]}"
00000000000000000559,3568.5,2467.5,686.0,946.0,1186.5,2927.5,0.08526413,0.4231891,564,1,0.31046116655391975,6.656588,"{""type"":""Point"",""coordinates"":[108.34099911425419,13.84461249163771]}"
000000000000000003c7,3630.5,2455.5,682.5,928.5,1162.5,2896.5,0.0823991,0.42719883,567,1,0.7668588529856561,8.007474,"{""type"":""Point"",""coordinates"":[108.34099911425419,13.844340486473449]}"
00000000000000000443,2620.5,1480.5,403.0,660.0,663.0,3384.0,0.39130434,0.6723499,574,1,0.04622164140231211,10.499453,"{""type"":""Point"",""coordinates"":[108.34127111941844,13.843800935245982]}"
00000000000000000420,2853.0,2080.0,718.0,905.0,1016.0,2376.5,0.06653203,0.40103167,577,1,0.14845198996011644,16.908228,"{""type"":""Point"",""coordinates"":[108.3385733632811,13.827092683598723]}"
000000000000000004b4,3360.0,2437.0,767.0,994.0,1150.0,2759.0,0.061970748,0.4116142,577,1,0.18410017762110475,8.866409,"{""type"":""Point"",""coordinates"":[108.34773681594595,13.805265383942102]}"
0000000000000000047e,2989.0,2252.0,706.5,889.0,1041.5,2729.5,0.09585466,0.44762662,579,1,0.05547340597493444,6.718639,"{""type"":""Point"",""coordinates"":[108.34773681594595,13.805532930005308]}"
00000000000000000494,3371.5,2520.5,901.0,1133.0,1286.0,3003.5,0.08743664,0.40039632,579,1,0.283206127105479,5.5098643,"{""type"":""Point"",""coordinates"":[108.34800882111021,13.805804935169572]}"
00000000000000000479,3091.0,2269.0,706.0,884.0,1002.0,2466.0,0.04160507,0.42214534,580,1,0.3767468347929761,10.429996,"{""type"":""Point"",""coordinates"":[108.34800882111021,13.805265383942102]}"
00000000000000000385,3561.5,2432.0,808.5,1005.5,1162.0,3105.5,0.12162528,0.45541885,582,1,0.20319980887101774,15.857175,"{""type"":""Point"",""coordinates"":[108.34153866548166,13.843800935245982]}"
00000000000000000529,2502.5,1612.0,575.0,756.0,1008.5,2265.0,0.1684292,0.38383994,585,1,0.5003932163618277,4.2390447,"{""type"":""Point"",""coordinates"":[108.17607034359038,13.80095343322342]}"
00000000000000000572,3415.5,2388.5,659.0,951.5,1198.0,3165.5,0.13989916,0.4508995,585,1,0.25531080642458037,15.170297,"{""type"":""Point"",""coordinates"":[108.34153866548166,13.843533389182776]}"
00000000000000000387,2103.5,1221.5,387.5,649.5,535.5,3044.0,0.42726526,0.7007962,586,1,0.6770248286629462,7.203051,"{""type"":""Point"",""coordinates"":[108.17849609456347,13.796369477340479]}"
000000000000000004ba,3234.5,2369.5,681.5,969.5,1156.5,2987.5,0.11536308,0.44184363,586,1,0.25861269432537526,11.333725,"{""type"":""Point"",""coordinates"":[108.3482763671734,13.805532930005306]}"
00000000000000000561,2326.0,1559.0,537.0,690.5,852.5,1924.0,0.10479472,0.3859175,588,1,0.7696186951681055,6.0010056,"{""type"":""Point"",""coordinates"":[108.17849609456347,13.79690902856795]}"
00000000000000000584,3633.5,2540.5,690.0,941.0,1152.0,2727.5,0.03549734,0.40610904,588,1,0.09745250463413258,9.616217,"{""type"":""Point"",""coordinates"":[108.34207821670911,13.843800935245982]}"
0000000000000000039e,3063.0,2029.0,695.0,929.0,1092.0,2767.0,0.15387823,0.43405026,591,1,0.7935317419049929,13.771412,"{""type"":""Point"",""coordinates"":[108.34881591840087,13.80553293000531]}"
000000000000000004a5,2425.0,1547.0,498.0,755.0,1021.0,2332.0,0.20237175,0.39099315,591,1,0.7121699046500772,5.6281333,"{""type"":""Point"",""coordinates"":[108.17553079236292,13.80095343322342]}"
00000000000000000576,3112.5,2405.0,710.0,1005.0,1148.5,2863.0,0.08694001,0.42739624,591,1,0.08647316188763055,9.528045,"{""type"":""Point"",""coordinates"":[108.34854837233766,13.805532930005308]}"
000000000000000004c5,4002.5,3232.0,898.0,1163.0,1427.0,2713.0,-0.087300256,0.31062803,592,1,0.7434676152829339,6.718828,"{""type"":""Point"",""coordinates"":[108.34935546962835,13.775349274974534]}"
00000000000000000501,3395.0,2380.5,709.5,951.5,1161.5,3017.5,0.11800667,0.44412538,592,1,0.05725641258688441,8.755453,"{""type"":""Point"",""coordinates"":[108.34181067064593,13.843533389182776]}"
000000000000000005cd,2916.5,2142.5,694.0,888.0,980.5,2379.0,0.05230565,0.41628218,594,1,0.07943431609030605,15.595727,"{""type"":""Point"",""coordinates"":[108.34019201696351,13.816854587580007]}"
0000000000000000041b,2223.5,1515.0,443.5,599.0,718.0,2310.5,0.20794667,0.5258379,596,1,0.23385452161972453,8.2891,"{""type"":""Point"",""coordinates"":[108.24532910115249,13.798255677086086]}"
000000000000000005a7,2921.5,2138.0,740.0,900.0,1084.5,2510.5,0.08013338,0.39666203,597,1,0.7605874015714252,14.289288,"{""type"":""Point"",""coordinates"":[108.34773681594595,13.79178998055859]}"
00000000000000000520,2409.0,1364.0,394.0,613.0,579.0,2484.0,0.2910603,0.6219393,598,1,0.17504090208083323,15.669282,"{""type"":""Point"",""coordinates"":[108.34612262136459,13.851345734228413]}"
000000000000000003f8,2154.5,1243.5,447.0,666.5,681.5,2617.5,0.35586634,0.5868445,600,1,0.1194143542844206,3.8145735,"{""type"":""Point"",""coordinates"":[108.17579833842613,13.798795228313553]}"
000000000000000003e9,2963.0,2041.0,601.0,799.0,870.0,2832.0,0.162323,0.5299838,602,1,0.7965740895879586,9.293514,"{""type"":""Point"",""coordinates"":[108.34719726471847,13.852696841847605]}"
00000000000000000422,2997.0,2315.0,691.0,849.0,985.0,2157.0,-0.035330947,0.3730108,604,1,0.28231646038306046,14.300441,"{""type"":""Point"",""coordinates"":[108.3043497626959,13.80984488072399]}"
000000000000000005b7,2449.0,1603.0,507.5,722.0,701.0,2998.0,0.30319497,0.62097865,605,1,0.30402565452573105,8.962702,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.852696841847605]}"
0000000000000000034a,2571.0,1926.0,634.0,783.0,903.0,2436.0,0.11691885,0.4591195,607,1,0.3645901458618368,13.405061,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.852424836683346]}"
00000000000000000352,2233.0,1280.0,356.5,610.0,432.5,2691.5,0.35540727,0.7231114,607,1,0.16057854652645798,0.92740995,"{""type"":""Point"",""coordinates"":[108.25583920233547,13.899856294588853]}"
000000000000000003d1,2389.5,1407.5,419.0,643.0,649.5,2551.5,0.28896186,0.5941893,608,1,0.5867099300608039,2.661288,"{""type"":""Point"",""coordinates"":[108.25557165627227,13.90012829975311]}"
00000000000000000394,3600.5,3148.0,755.5,941.5,1215.0,2309.0,-0.15374748,0.3104427,609,1,0.7253398404789941,9.242931,"{""type"":""Point"",""coordinates"":[108.30246356295031,13.80553293000531]}"
00000000000000000355,3097.0,2298.5,596.5,783.5,884.5,2018.0,-0.064983204,0.3905254,610,1,0.43374785663155735,20.835209,"{""type"":""Point"",""coordinates"":[108.30461730875913,13.809844880723992]}"
000000000000000004dd,2485.0,1752.0,512.0,692.0,669.0,2666.0,0.20688094,0.5988006,610,1,0.46333651210987115,12.205251,"{""type"":""Point"",""coordinates"":[108.34746926988272,13.852964387910813]}"
000000000000000004f3,2675.0,1808.0,652.0,831.0,991.0,2630.0,0.18521857,0.4526374,610,1,0.36835257201740557,14.958674,"{""type"":""Point"",""coordinates"":[108.35070211814649,13.784784732803624]}"
0000000000000000062b,3091.5,2116.5,759.5,1043.5,1385.5,2736.0,0.12766615,0.32767197,612,1,0.05481456955088515,5.3098884,"{""type"":""Point"",""coordinates"":[108.35043457208329,13.792869083013523]}"
00000000000000000549,2292.0,1380.0,463.0,696.0,754.0,2705.0,0.3243574,0.56403583,613,1,0.361250292869325,13.900917,"{""type"":""Point"",""coordinates"":[108.33695916869976,13.846226686219056]}"
00000000000000000488,2184.5,1393.0,488.5,626.5,583.0,2652.0,0.31124845,0.63956726,614,1,0.7492171197343583,3.9870765,"{""type"":""Point"",""coordinates"":[108.30838970825035,13.755136169899263]}"
00000000000000000630,2836.0,2137.0,726.0,885.5,988.5,2172.5,0.008237614,0.374565,614,1,0.08785828331319512,7.292707,"{""type"":""Point"",""coordinates"":[108.30812216218712,13.754868623836058]}"
000000000000000004ee,3225.0,2484.5,906.5,1171.0,1319.0,2249.5,-0.049640894,0.2607538,617,1,0.7132601381989494,12.257932,"{""type"":""Point"",""coordinates"":[108.33291476404429,13.763492525273422]}"
0000000000000000053b,1922.5,1388.0,463.5,674.0,934.0,1872.0,0.14846626,0.33428368,618,1,0.44321708145952565,4.165689,"{""type"":""Point"",""coordinates"":[108.2350910051338,13.861048738120715]}"
000000000000000005b8,2266.0,1286.0,422.0,677.0,664.0,2775.0,0.36665845,0.61384124,618,1,0.5906544905819705,9.675222,"{""type"":""Point"",""coordinates"":[108.3366871635355,13.846498691383317]}"
0000000000000000034d,3431.5,2528.5,914.5,1123.0,1387.0,2883.0,0.06550864,0.35035127,624,1,0.2780266279220813,20.471159,"{""type"":""Point"",""coordinates"":[108.34719726471849,13.854043490365745]}"
00000000000000000328,2718.0,1959.0,592.5,869.0,906.0,2836.0,0.18289885,0.515767,628,1,0.6601457871544332,13.259181,"{""type"":""Point"",""coordinates"":[108.34558307013712,13.854043490365745]}"
000000000000000005e1,3182.0,1826.5,704.5,908.5,927.5,3109.5,0.25992706,0.54050034,628,1,0.22581926533313523,8.432744,"{""type"":""Point"",""coordinates"":[108.27362655643766,13.820354981906965]}"
0000000000000000046c,2866.0,2140.0,688.0,818.0,1004.0,2285.0,0.03276836,0.38948008,636,1,0.31780275083134,14.300461,"{""type"":""Point"",""coordinates"":[108.30407775753164,13.811463534406393]}"
00000000000000000437,2358.0,1873.0,598.5,764.0,878.5,2141.0,0.066766314,0.4181156,637,1,0.6841607069455051,16.140377,"{""type"":""Point"",""coordinates"":[108.31755316091518,13.816854587580007]}"
0000000000000000048a,2672.0,1700.5,501.5,700.5,702.5,2352.0,0.16076496,0.5400229,646,1,0.3460540180343332,6.7191606,"{""type"":""Point"",""coordinates"":[108.3043497626959,13.811731080469599]}"
000000000000000003b9,2535.5,1562.0,491.0,718.0,726.5,2738.5,0.27357283,0.5806638,650,1,0.5996448185554665,23.066921,"{""type"":""Point"",""coordinates"":[108.34234576277233,13.859969635665779]}"
00000000000000000563,3527.5,2557.0,811.0,975.5,1199.5,2559.0,3.9093042E-4,0.36171344,651,1,0.003058624521115383,6.9041204,"{""type"":""Point"",""coordinates"":[108.35312786911956,13.790443332040448]}"
00000000000000000528,2810.0,2218.0,739.0,862.0,984.0,2430.0,0.045611016,0.4235501,652,1,0.6871289389007291,7.0607133,"{""type"":""Point"",""coordinates"":[108.32267666802558,13.825478489017375]}"
0000000000000000048c,2327.5,1228.5,352.5,565.5,530.5,2851.5,0.39779413,0.6862803,654,1,0.6025029744856335,2.122482,"{""type"":""Point"",""coordinates"":[108.2970725097767,13.808230686142645]}"
000000000000000003ee,2843.0,2207.0,696.0,910.0,979.0,2342.0,0.029676853,0.41041854,655,1,0.13634468714640535,0.92740995,"{""type"":""Point"",""coordinates"":[108.32590951628931,13.8230527380443]}"
00000000000000000411,2524.0,1899.0,579.0,837.0,1168.0,2396.0,0.11571595,0.3445567,656,1,0.4100623762667909,8.636541,"{""type"":""Point"",""coordinates"":[108.28467620884813,13.983937104052625]}"
0000000000000000036e,2939.5,2295.0,767.0,970.5,1016.0,2688.0,0.07886815,0.4514039,657,1,0.738207849662323,4.6773024,"{""type"":""Point"",""coordinates"":[108.32617706235253,13.823320284107504]}"
00000000000000000365,2408.0,1587.0,455.0,646.0,732.0,2447.0,0.2131879,0.5394778,658,1,0.1621705355319275,10.54848,"{""type"":""Point"",""coordinates"":[108.32186511163384,13.825478489017375]}"
00000000000000000377,2601.0,1795.0,578.0,765.0,863.0,2681.0,0.1979446,0.5129797,658,1,0.36963328443087784,2.7802885,"{""type"":""Point"",""coordinates"":[108.32617706235253,13.823587830170712]}"
00000000000000000497,2846.0,2007.0,593.0,805.0,908.5,2752.0,0.15654549,0.50361973,658,1,0.6562020503165075,1.3311367,"{""type"":""Point"",""coordinates"":[108.3264490675168,13.82358783017071]}"
000000000000000005fe,2997.0,2260.0,696.0,943.0,979.0,2447.0,0.039728064,0.42848805,658,1,0.168821429953961,5.7121015,"{""type"":""Point"",""coordinates"":[108.3164785175613,13.83032553186247]}"
00000000000000000613,2657.0,1726.0,543.0,732.0,960.0,2296.0,0.14172053,0.41031942,658,1,0.39299135684638253,10.534475,"{""type"":""Point"",""coordinates"":[108.22754174705031,13.983937104052629]}"
00000000000000000624,2522.5,1774.0,581.5,854.5,1199.0,2285.0,0.12589307,0.3117107,658,1,0.43321166082715323,3.9279938,"{""type"":""Point"",""coordinates"":[108.28467620884813,13.983669557989419]}"
000000000000000004bf,2344.5,1663.5,622.5,788.5,897.5,2409.5,0.18315738,0.45721197,659,1,0.11111676436319051,2.1225924,"{""type"":""Point"",""coordinates"":[108.3264490675168,13.823320284107504]}"
000000000000000003a0,2552.0,1672.0,532.5,724.5,758.0,2282.0,0.15427415,0.5013158,660,1,0.003913533857472062,10.7657385,"{""type"":""Point"",""coordinates"":[108.31512740994211,13.812003085633858]}"
000000000000000003d2,2226.5,1218.0,471.5,671.5,546.5,2735.5,0.3838371,0.6669714,660,1,0.3920504880320854,2.9392753,"{""type"":""Point"",""coordinates"":[108.32698861874425,13.828978883344329]}"
000000000000000003fa,2551.0,1884.0,551.0,718.0,852.0,2201.0,0.07760098,0.44186047,660,1,0.4508250645742903,11.032403,"{""type"":""Point"",""coordinates"":[108.3221371167981,13.82574603508058]}"
0000000000000000045b,2658.5,1865.0,630.5,836.0,951.5,2455.0,0.13657407,0.4413621,660,1,0.786821520590495,3.3712518,"{""type"":""Point"",""coordinates"":[108.32698861874425,13.829250888508588]}"
00000000000000000553,2316.0,1656.0,499.0,735.0,1079.0,2029.0,0.10122117,0.3056628,660,1,0.6020977842261124,13.033253,"{""type"":""Point"",""coordinates"":[108.22781375221456,13.98366955798942]}"
00000000000000000626,2708.0,2058.0,661.0,847.0,967.0,2593.0,0.11502903,0.45674157,660,1,0.3423506980336968,9.50958,"{""type"":""Point"",""coordinates"":[108.34342486522725,13.857548343793754]}"
000000000000000003cb,2148.0,1267.0,430.0,659.0,652.0,2673.0,0.3568528,0.60781956,661,1,0.253547626995117,8.594966,"{""type"":""Point"",""coordinates"":[108.32186511163384,13.825746035080583]}"
000000000000000005d0,2463.0,1580.0,476.0,655.0,742.0,2642.0,0.25153956,0.56146574,661,1,0.26442316648779784,9.850467,"{""type"":""Point"",""coordinates"":[108.32590951628931,13.825746035080583]}"
0000000000000000058a,2431.5,1643.0,531.0,693.0,791.5,2367.5,0.18065079,0.49889207,662,1,0.6752967300402395,10.992985,"{""type"":""Point"",""coordinates"":[108.32240466286132,13.825746035080583]}"
0000000000000000031c,2543.0,1781.0,648.0,791.0,929.0,2592.0,0.1854562,0.472309,666,1,0.7670428276618901,16.253593,"{""type"":""Point"",""coordinates"":[108.34989502085581,13.853771485201488]}"
0000000000000000053e,2395.0,1635.0,523.0,748.0,1050.0,2032.0,0.10826288,0.31862426,666,1,0.3886391831684022,6.72367,"{""type"":""Point"",""coordinates"":[108.22808129827779,13.983937104052625]}"
000000000000000003ff,2036.5,1046.0,405.0,604.5,494.0,2624.0,0.42997274,0.6831302,667,1,0.7692414989203812,14.973349,"{""type"":""Point"",""coordinates"":[108.32348376531624,13.82574603508058]}"
00000000000000000436,2467.0,1316.0,454.0,759.0,625.0,2839.0,0.36654633,0.6391455,668,1,0.27610588274019077,2.6609116,"{""type"":""Point"",""coordinates"":[108.29599340732176,13.835988590200346]}"
0000000000000000056f,2113.0,1229.5,395.0,581.5,542.0,2681.0,0.37118015,0.6636674,670,1,0.4174714332431694,2.661802,"{""type"":""Point"",""coordinates"":[108.22673464975963,13.986634860189962]}"
0000000000000000061d,3338.0,1986.0,532.0,699.0,859.0,2569.0,0.12799121,0.49883315,671,1,0.3148674636250227,5.9865847,"{""type"":""Point"",""coordinates"":[108.29680496371348,13.811731080469599]}"
000000000000000003d3,2406.0,1935.0,531.0,712.0,937.5,2328.0,0.0921886,0.42581534,672,1,0.685068327652094,6.0048637,"{""type"":""Point"",""coordinates"":[108.28009671206621,13.962649355623475]}"
0000000000000000052c,2233.0,1575.0,400.0,639.0,1175.5,2331.5,0.1936516,0.32962647,673,1,0.6726023978224643,3.7047918,"{""type"":""Point"",""coordinates"":[108.2709332594014,13.906054445053142]}"
000000000000000003ef,2775.0,2068.0,587.0,777.0,958.0,2051.0,-0.004127215,0.3632436,675,1,0.23608837870867505,4.7158017,"{""type"":""Point"",""coordinates"":[108.29141391053986,13.82574603508058]}"
0000000000000000052e,2712.0,1987.5,775.5,972.0,1030.5,2218.0,0.05480918,0.36555332,675,1,0.5416593662199894,12.522005,"{""type"":""Point"",""coordinates"":[108.32617706235253,13.829250888508588]}"
00000000000000000404,2452.5,1698.0,516.0,702.0,906.5,2324.0,0.15564395,0.43878657,676,1,0.45074126394236214,3.9276636,"{""type"":""Point"",""coordinates"":[108.28036425812942,13.962916901686683]}"
00000000000000000595,2256.5,1588.5,421.5,666.0,838.5,2459.0,0.21507104,0.4914329,676,1,0.422502006099172,3.410334,"{""type"":""Point"",""coordinates"":[108.26554220622778,13.909019747253682]}"
000000000000000004e4,3863.5,3391.0,910.0,1104.0,1319.0,2680.0,-0.11711415,0.34033507,677,1,0.701045280525219,7.2936864,"{""type"":""Point"",""coordinates"":[108.28736950588439,13.829790439736055]}"
00000000000000000483,2931.0,2018.0,750.0,1025.0,984.0,2475.0,0.10171378,0.43104944,679,1,0.7425047642062579,4.7240696,"{""type"":""Point"",""coordinates"":[108.32698861874425,13.83059753702673]}"
00000000000000000496,3549.0,2668.0,1001.0,1251.5,1490.5,2776.5,0.019928368,0.3013827,680,1,0.4413583747202212,6.905233,"{""type"":""Point"",""coordinates"":[108.29383966151295,13.831404634317403]}"
00000000000000000587,3721.0,3110.5,900.5,1045.0,1280.5,2745.5,-0.062329236,0.36388475,680,1,0.5828149078880732,9.242942,"{""type"":""Point"",""coordinates"":[108.28710195982119,13.829790439736056]}"
000000000000000005f6,2302.5,2087.5,704.0,856.0,879.0,2007.0,-0.01966052,0.3908524,680,1,0.787788686909618,4.7158675,"{""type"":""Point"",""coordinates"":[108.32671661358,13.830865083089936]}"
00000000000000000610,2873.0,2214.0,637.5,801.0,997.5,2433.5,0.047229692,0.41853687,680,1,0.7734231015392348,10.765797,"{""type"":""Point"",""coordinates"":[108.27982470690198,13.822513186816833]}"
00000000000000000432,2068.0,1264.0,388.0,665.5,413.5,3378.0,0.45540714,0.7818805,681,1,0.6673786672022152,23.323112,"{""type"":""Point"",""coordinates"":[108.34369687039151,13.839488984527302]}"
00000000000000000445,3105.0,2138.0,763.0,910.0,1210.0,2526.0,0.0831904,0.3522484,683,1,0.2230143333452268,10.145234,"{""type"":""Point"",""coordinates"":[108.30407775753164,13.975585207779522]}"
000000000000000004fa,2993.0,2275.0,660.0,937.0,1334.0,2107.0,-0.038338657,0.224644,683,1,0.3115664548842947,2.6618764,"{""type"":""Point"",""coordinates"":[108.28710195982119,13.999298707181747]}"
00000000000000000477,3473.0,2722.0,875.0,1120.0,1244.0,2624.0,-0.018331463,0.35677353,684,1,0.2060819861752594,5.510108,"{""type"":""Point"",""coordinates"":[108.28225045787505,13.8198154306795]}"
000000000000000004bb,2568.0,1811.0,539.0,765.0,836.0,2439.0,0.14776471,0.48946565,684,1,0.5248388514704809,2.1233077,"{""type"":""Point"",""coordinates"":[108.29087435931241,13.920069399664118]}"
000000000000000005c3,2350.0,1902.0,569.0,699.0,911.0,2023.0,0.030828025,0.37900478,684,1,0.17771418934034944,4.8550787,"{""type"":""Point"",""coordinates"":[108.26823550326407,13.908752201190474]}"
00000000000000000615,2520.0,2034.5,715.0,890.0,950.0,2291.0,0.059299503,0.4137612,685,1,0.3993253317790274,16.973307,"{""type"":""Point"",""coordinates"":[108.32590951628931,13.829518434571796]}"
00000000000000000334,2652.0,2052.0,547.0,692.0,994.0,2030.0,-0.005389515,0.3425926,686,1,0.25086814697250004,2.7802885,"{""type"":""Point"",""coordinates"":[108.26877505449151,13.908752201190474]}"
0000000000000000059e,3174.0,1963.0,633.0,938.0,859.0,3070.0,0.21994834,0.5627386,686,1,0.45540326889391003,8.598582,"{""type"":""Point"",""coordinates"":[108.34908346446409,14.050774569742725]}"
00000000000000000627,2371.5,1859.0,474.5,701.5,1060.0,2261.5,0.09768232,0.36173415,686,1,0.35351461079753554,0.92740995,"{""type"":""Point"",""coordinates"":[108.27254745398274,13.897970094843243]}"
0000000000000000062c,2296.0,2122.0,678.0,803.0,860.0,1843.0,-0.0703657,0.36367,686,1,0.14329454696049504,8.532458,"{""type"":""Point"",""coordinates"":[108.31539941510634,13.81523593389761]}"
00000000000000000350,2849.0,1806.0,562.0,830.0,908.0,2666.0,0.1923077,0.49188584,687,1,0.42120125465400793,8.873206,"{""type"":""Point"",""coordinates"":[108.34881591840087,14.051314120970195]}"
00000000000000000473,2682.5,1802.0,505.0,712.5,653.5,2711.5,0.20150658,0.6115899,687,1,0.12950807307464096,11.149734,"{""type"":""Point"",""coordinates"":[108.28009671206622,13.822780732880041]}"
000000000000000003c4,2825.5,1975.0,631.0,782.5,925.5,2022.0,0.011758819,0.37201017,688,1,0.3498730457579652,13.291644,"{""type"":""Point"",""coordinates"":[108.3188998094333,13.831137088254197]}"
0000000000000000036f,2637.0,1730.0,546.0,773.0,776.0,2632.0,0.20678587,0.54460096,689,1,0.30372053303086033,7.3321805,"{""type"":""Point"",""coordinates"":[108.34854837233766,13.83679568749102]}"
00000000000000000367,2991.0,2062.0,835.0,1028.0,1066.0,2324.0,0.05973552,0.37109146,691,1,0.4463634250828378,12.448607,"{""type"":""Point"",""coordinates"":[108.32375131137947,13.830597537026732]}"
000000000000000005d8,2401.0,1439.0,499.0,707.0,776.0,2769.0,0.31606463,0.5622003,691,1,0.2593315000231483,7.60717,"{""type"":""Point"",""coordinates"":[108.34908346446409,14.051314120970192]}"
000000000000000003d7,2697.0,1937.0,636.0,824.0,947.0,2372.0,0.1009515,0.42934617,693,1,0.5774559658680691,13.5755,"{""type"":""Point"",""coordinates"":[108.34854837233766,13.837063233554225]}"
00000000000000000457,2687.0,2121.0,819.0,920.0,1057.0,2217.0,0.022130014,0.35430667,693,1,0.06382596326463741,3.987773,"{""type"":""Point"",""coordinates"":[108.32267666802558,13.834369936517945]}"
000000000000000004cf,1980.0,1617.5,475.5,678.5,1109.5,1654.0,0.011156961,0.19703275,693,1,0.5798085518417504,8.757407,"{""type"":""Point"",""coordinates"":[108.23967050191567,13.997144961372934]}"
