system:index,B11,B12,B2,B3,B4,B8,NBR,NDVI,district,elev,label,label_std,label_test_period,label_train_period,lat,lon,loss_any_2001_2024,loss_first_year,mean_elevation_m,mean_slope_deg,rain_last12m_total_mm,rain_mean_annual_2000_2024_mm,rand,slope,split,treecover2000,.geo
0000000000000000045b_0,2658.5,1865.0,630.5,836.0,951.5,2455.0,0.13657407,0.4413621,MangYang,660,1,1,0,0,13.82925088850859,108.32698861874425,0,0,660,3.3712518,2897.990235873274,2491.310220139485,0.786821520590495,3.3712518,train,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000553_0,2316.0,1656.0,499.0,735.0,1079.0,2029.0,0.10122117,0.3056628,MangYang,660,1,1,1,0,13.98366955798942,108.22781375221456,0,2023,660,13.033253,2690.046508660598,2298.4943884523354,0.6020977842261124,13.033253,train,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000626_0,2708.0,2058.0,661.0,847.0,967.0,2593.0,0.11502903,0.45674157,MangYang,660,1,1,1,0,13.857548343793754,108.34342486522725,1,2023,660,9.50958,3107.853968270547,2656.1605346543565,0.3423506980336968,9.50958,train,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb_0,2148.0,1267.0,430.0,659.0,652.0,2673.0,0.3568528,0.60781956,MangYang,661,1,1,1,0,13.825746035080583,108.32186511163384,1,2023,661,8.594966,2897.990235873274,2491.310220139485,0.253547626995117,8.594966,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d0_0,2463.0,1580.0,476.0,655.0,742.0,2642.0,0.25153956,0.56146574,MangYang,661,1,1,1,0,13.82574603508058,108.32590951628931,1,2023,661,9.850467,2897.990235873274,2491.310220139485,0.26442316648779784,9.850467,train,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058a_0,2431.5,1643.0,531.0,693.0,791.5,2367.5,0.18065079,0.49889207,MangYang,662,1,1,1,0,13.825746035080583,108.32240466286132,1,2023,662,10.992985,2897.990235873274,2491.310220139485,0.6752967300402395,10.992985,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c_0,2543.0,1781.0,648.0,791.0,929.0,2592.0,0.1854562,0.472309,MangYang,666,1,1,1,0,13.853771485201488,108.3498950208558,1,2023,666,16.253593,3107.853968270547,2656.1605346543565,0.7670428276618901,16.253593,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053e_0,2395.0,1635.0,523.0,748.0,1050.0,2032.0,0.10826288,0.31862426,MangYang,666,1,1,1,0,13.983937104052625,108.22808129827779,1,2023,666,6.72367,2690.046508660598,2298.4943884523354,0.3886391831684022,6.72367,train,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff_0,2036.5,1046.0,405.0,604.5,494.0,2624.0,0.42997274,0.6831302,MangYang,667,1,1,1,0,13.82574603508058,108.32348376531624,1,2023,667,14.973349,2897.990235873274,2491.310220139485,0.7692414989203812,14.973349,train,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000436_0,2467.0,1316.0,454.0,759.0,625.0,2839.0,0.36654633,0.6391455,MangYang,668,1,1,0,1,13.835988590200346,108.29599340732176,1,2011,668,2.6609116,2696.8537884503603,2278.8320351414154,0.27610588274019077,2.6609116,train,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000056f_0,2113.0,1229.5,395.0,581.5,542.0,2681.0,0.37118015,0.6636674,MangYang,670,1,1,1,0,13.986634860189962,108.22673464975963,1,2023,670,2.661802,2690.046508660598,2298.4943884523354,0.4174714332431694,2.661802,train,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061d_0,3338.0,1986.0,532.0,699.0,859.0,2569.0,0.12799121,0.49883315,MangYang,671,1,1,1,0,13.811731080469599,108.29680496371348,1,2023,675,11.3961,2696.8537884503603,2278.8320351414154,0.3148674636250227,5.9865847,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3_0,2406.0,1935.0,531.0,712.0,937.5,2328.0,0.0921886,0.42581534,MangYang,672,1,1,1,0,13.962649355623475,108.28009671206621,0,2023,672,6.0048637,2830.9538914197656,2390.6103292524813,0.685068327652094,6.0048637,train,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052c_0,2233.0,1575.0,400.0,639.0,1175.5,2331.5,0.1936516,0.32962647,MangYang,673,1,1,1,0,13.906054445053142,108.27093325940139,0,2023,673,3.7047918,2937.2231726936798,2480.487838212103,0.6726023978224643,3.7047918,train,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ef_0,2775.0,2068.0,587.0,777.0,958.0,2051.0,-0.004127215,0.3632436,MangYang,675,1,1,1,0,13.82574603508058,108.29141391053986,0,2023,675,4.7158017,2696.8537884503603,2278.8320351414154,0.23608837870867505,4.7158017,train,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000052e_0,2712.0,1987.5,775.5,972.0,1030.5,2218.0,0.05480918,0.36555332,MangYang,675,1,1,1,0,13.829250888508588,108.32617706235253,1,2023,675,12.522005,2897.990235873274,2491.310220139485,0.5416593662199894,12.522005,train,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404_0,2452.5,1698.0,516.0,702.0,906.5,2324.0,0.15564395,0.43878657,MangYang,676,1,1,1,0,13.962916901686683,108.28036425812942,0,2023,676,5.112446,2830.9538914197656,2390.6103292524813,0.45074126394236214,3.9276636,train,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000595_0,2256.5,1588.5,421.5,666.0,838.5,2459.0,0.21507104,0.4914329,MangYang,676,1,1,1,0,13.909019747253682,108.26554220622778,0,2023,676,3.410334,2937.2231726936798,2480.487838212103,0.422502006099172,3.410334,train,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004e4_0,3863.5,3391.0,910.0,1104.0,1319.0,2680.0,-0.11711415,0.34033507,MangYang,677,1,1,1,0,13.829790439736055,108.28736950588439,1,2023,677,7.2936864,2696.8537884503603,2278.8320351414154,0.701045280525219,7.2936864,train,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000483_0,2931.0,2018.0,750.0,1025.0,984.0,2475.0,0.10171378,0.43104944,MangYang,679,1,1,0,0,13.83059753702673,108.32698861874425,0,0,679,4.7240696,2897.990235873274,2491.310220139485,0.7425047642062579,4.7240696,train,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000496_0,3549.0,2668.0,1001.0,1251.5,1490.5,2776.5,0.019928368,0.3013827,MangYang,680,1,1,1,0,13.831404634317403,108.29383966151295,0,2023,680,6.905233,2696.8537884503603,2278.8320351414154,0.4413583747202212,6.905233,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000587_0,3721.0,3110.5,900.5,1045.0,1280.5,2745.5,-0.062329236,0.36388475,MangYang,680,1,1,1,0,13.829790439736056,108.28710195982119,1,2023,680,9.242942,2696.8537884503603,2278.8320351414154,0.5828149078880732,9.242942,train,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f6_0,2302.5,2087.5,704.0,856.0,879.0,2007.0,-0.01966052,0.3908524,MangYang,680,1,1,1,0,13.830865083089936,108.32671661358,1,2023,680,4.7158675,2897.990235873274,2491.310220139485,0.787788686909618,4.7158675,train,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000610_0,2873.0,2214.0,637.5,801.0,997.5,2433.5,0.047229692,0.41853687,MangYang,680,1,1,1,0,13.822513186816831,108.27982470690198,1,2023,680,10.765797,2696.8537884503603,2278.8320351414154,0.7734231015392348,10.765797,train,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000432_0,2068.0,1264.0,388.0,665.5,413.5,3378.0,0.45540714,0.7818805,MangYang,681,1,1,1,0,13.839488984527302,108.34369687039151,1,2023,681,23.323112,2897.990235873274,2491.310220139485,0.6673786672022152,23.323112,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000445_0,3105.0,2138.0,763.0,910.0,1210.0,2526.0,0.0831904,0.3522484,MangYang,683,1,1,1,0,13.975585207779522,108.30407775753164,1,2023,683,10.145234,3602.625690806518,3058.215705565512,0.2230143333452268,10.145234,train,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004fa_0,2993.0,2275.0,660.0,937.0,1334.0,2107.0,-0.038338657,0.224644,MangYang,683,1,1,1,0,13.999298707181747,108.28710195982119,0,2023,683,2.6618764,2830.9538914197656,2390.6103292524813,0.3115664548842947,2.6618764,train,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000477_0,3473.0,2722.0,875.0,1120.0,1244.0,2624.0,-0.018331463,0.35677353,MangYang,684,1,1,1,0,13.8198154306795,108.28225045787505,1,2023,684,5.510108,2696.8537884503603,2278.8320351414154,0.2060819861752594,5.510108,train,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004bb_0,2568.0,1811.0,539.0,765.0,836.0,2439.0,0.14776471,0.48946565,MangYang,684,1,1,1,0,13.920069399664118,108.29087435931241,0,2023,684,2.1233077,2937.2231726936798,2480.487838212103,0.5248388514704809,2.1233077,train,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c3_0,2350.0,1902.0,569.0,699.0,911.0,2023.0,0.030828025,0.37900478,MangYang,684,1,1,1,0,13.908752201190474,108.26823550326407,0,2023,683,3.9267917,2937.2231726936798,2480.487838212103,0.17771418934034944,4.8550787,train,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000615_0,2520.0,2034.5,715.0,890.0,950.0,2291.0,0.059299503,0.4137612,MangYang,685,1,1,1,0,13.829518434571796,108.32590951628931,1,2023,685,16.973307,2897.990235873274,2491.310220139485,0.3993253317790274,16.973307,train,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334_0,2652.0,2052.0,547.0,692.0,994.0,2030.0,-0.005389515,0.3425926,MangYang,686,1,1,0,0,13.908752201190474,108.26877505449151,0,0,687,2.86413,2937.2231726936798,2480.487838212103,0.25086814697250004,2.7802885,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000059e_0,3174.0,1963.0,633.0,938.0,859.0,3070.0,0.21994834,0.5627386,MangYang,686,1,1,1,0,14.050774569742725,108.34908346446409,0,2023,686,8.598582,2641.6318039000034,2220.3579389390734,0.45540326889391003,8.598582,train,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000627_0,2371.5,1859.0,474.5,701.5,1060.0,2261.5,0.09768232,0.36173415,MangYang,686,1,1,1,0,13.897970094843245,108.27254745398272,1,2023,686,0.92740995,2857.340894066554,2383.316735011041,0.35351461079753554,0.92740995,train,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062c_0,2296.0,2122.0,678.0,803.0,860.0,1843.0,-0.0703657,0.36367,MangYang,686,1,1,1,0,13.81523593389761,108.31539941510634,1,2023,686,8.532458,2897.990235873274,2491.310220139485,0.14329454696049504,8.532458,train,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350_0,2849.0,1806.0,562.0,830.0,908.0,2666.0,0.1923077,0.49188584,MangYang,687,1,1,1,0,14.051314120970195,108.34881591840087,1,2023,687,8.873206,2641.6318039000034,2220.3579389390734,0.42120125465400793,8.873206,train,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000473_0,2682.5,1802.0,505.0,712.5,653.5,2711.5,0.20150658,0.6115899,MangYang,687,1,1,1,0,13.822780732880041,108.28009671206621,1,2023,687,11.149734,2696.8537884503603,2278.8320351414154,0.12950807307464096,11.149734,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4_0,2825.5,1975.0,631.0,782.5,925.5,2022.0,0.011758819,0.37201017,MangYang,688,1,1,1,0,13.831137088254197,108.3188998094333,1,2023,688,13.291644,2897.990235873274,2491.310220139485,0.3498730457579652,13.291644,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036f_0,2637.0,1730.0,546.0,773.0,776.0,2632.0,0.20678587,0.54460096,MangYang,689,1,1,1,0,13.83679568749102,108.34854837233766,1,2023,689,7.3321805,2897.990235873274,2491.310220139485,0.30372053303086033,7.3321805,train,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000367_0,2991.0,2062.0,835.0,1028.0,1066.0,2324.0,0.05973552,0.37109146,MangYang,691,1,1,1,0,13.830597537026732,108.32375131137947,1,2023,691,12.448607,2897.990235873274,2491.310220139485,0.4463634250828378,12.448607,train,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d8_0,2401.0,1439.0,499.0,707.0,776.0,2769.0,0.31606463,0.5622003,MangYang,691,1,1,1,0,14.051314120970192,108.34908346446409,1,2023,691,7.60717,2641.6318039000034,2220.3579389390734,0.2593315000231483,7.60717,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d7_0,2697.0,1937.0,636.0,824.0,947.0,2372.0,0.1009515,0.42934617,MangYang,693,1,1,1,0,13.837063233554225,108.34854837233766,1,2023,693,13.5755,2897.990235873274,2491.310220139485,0.5774559658680691,13.5755,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000457_0,2687.0,2121.0,819.0,920.0,1057.0,2217.0,0.022130014,0.35430667,MangYang,693,1,1,1,0,13.834369936517945,108.32267666802558,1,2023,693,3.987773,2897.990235873274,2491.310220139485,0.06382596326463741,3.987773,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004cf_0,1980.0,1617.5,475.5,678.5,1109.5,1654.0,0.011156961,0.19703275,MangYang,693,1,1,1,0,13.997144961372934,108.23967050191567,0,2023,693,8.757407,2690.046508660598,2298.4943884523354,0.5798085518417504,8.757407,train,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000604_0,2812.0,1739.0,548.0,811.0,822.0,3250.0,0.3028663,0.59626716,MangYang,693,1,1,1,0,13.837063233554225,108.3482763671734,1,2023,693,16.24506,2897.990235873274,2491.310220139485,0.24977359785669628,16.24506,train,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1_0,2887.0,1924.0,809.0,1034.0,1178.0,2865.5,0.19657585,0.41733646,MangYang,694,1,1,1,0,14.045115970505904,108.33695916869976,0,2023,694,3.4117525,2752.621212776718,2294.530519202511,0.46457590137490257,3.4117525,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003e8_0,1992.0,1177.5,539.0,652.5,496.5,2304.0,0.32356742,0.64542043,MangYang,694,1,1,1,0,13.834369936517945,108.32294421408879,1,2023,694,3.4095647,2897.990235873274,2491.310220139485,0.4494391534313874,3.4095647,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004eb_0,3057.5,2384.5,698.0,911.0,1049.0,2443.0,0.012118073,0.39919817,MangYang,694,1,1,1,0,13.8230527380443,108.28009671206621,1,2023,694,15.858723,2696.8537884503603,2278.8320351414154,0.11291164713607771,15.858723,train,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000046e_0,2662.0,1720.0,464.0,754.5,825.0,2741.0,0.22887245,0.5372967,MangYang,695,1,1,1,0,13.996065858918,108.31539941510634,1,2023,695,7.9401026,3602.625690806518,3058.215705565512,0.12870149177493728,7.9401026,train,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000594_0,2401.0,1301.0,396.0,638.5,468.5,3009.0,0.3962877,0.73055357,MangYang,695,1,1,1,0,14.056165622916344,108.35016256691901,1,2023,695,8.73444,2899.866533741355,2435.8231804678194,0.6642463961748488,8.73444,train,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405_0,3377.5,2132.0,626.5,882.0,1014.5,2867.0,0.1470294,0.47726396,MangYang,696,1,1,1,0,13.916297000172905,108.29330011028547,0,2023,696,16.145271,2937.2231726936798,2480.487838212103,0.24774547670267733,16.145271,train,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000059c_0,2932.5,1925.0,668.0,892.5,958.0,2745.0,0.17558886,0.4825817,MangYang,696,1,1,1,0,13.830325531862469,108.32483041383439,1,2023,696,12.768225,2897.990235873274,2491.310220139485,0.3792524923799151,12.768225,train,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341_0,2552.0,1388.0,412.0,679.0,512.0,2806.0,0.33810204,0.6913803,MangYang,697,1,1,1,0,14.065864167707588,108.34207821670911,1,2023,701,6.349986,2641.6318039000034,2220.3579389390734,0.6642902016331567,6.349986,train,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038d_0,2551.0,1821.0,611.0,815.0,967.0,2324.0,0.121351026,0.41233668,MangYang,697,1,1,1,0,13.834369936517945,108.32240466286132,1,2023,697,15.847954,2897.990235873274,2491.310220139485,0.4390509084159192,15.847954,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a1_0,2623.0,1397.0,442.0,670.0,555.0,2607.0,0.3021978,0.64895636,MangYang,697,1,1,1,0,14.055626071688877,108.35016256691901,1,2023,697,8.439603,2899.866533741355,2435.8231804678194,0.280830801324673,8.439603,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f4_0,2402.0,1502.0,636.0,826.0,878.0,2642.0,0.27509654,0.50113636,MangYang,697,1,1,1,0,13.83059753702673,108.32321176015198,1,2023,697,12.902057,2897.990235873274,2491.310220139485,0.2772438859324884,12.902057,train,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ad_0,2878.0,1857.0,596.5,757.0,847.5,2506.0,0.14875086,0.49455792,MangYang,697,1,1,1,0,14.024363314203166,108.33965246573604,1,2023,697,8.289012,2752.621212776718,2294.530519202511,0.4370974392499193,8.289012,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c1_0,1962.5,1477.0,465.5,689.5,1103.5,1735.5,0.080466926,0.2226136,MangYang,698,1,1,1,0,14.02328421174823,108.23670519971515,1,2023,698,14.177645,2503.982889492705,2105.223826727597,0.02887516091667386,14.177645,train,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000049b_0,3797.0,3227.0,888.0,1078.0,1324.0,2451.0,-0.13666785,0.29854304,MangYang,699,1,1,1,0,13.820894533134434,108.29356765634869,1,2023,699,3.7047918,2696.8537884503603,2278.8320351414154,0.4772016237341975,3.7047918,train,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ea_0,2295.0,1241.0,421.0,686.0,516.0,2807.0,0.38685772,0.68943727,MangYang,699,1,1,1,0,14.054279423170739,108.35043457208329,1,2023,699,5.7176085,2899.866533741355,2435.8231804678194,0.4659266162612916,5.7176085,train,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000383_0,2554.0,1545.0,418.0,710.0,701.0,2830.0,0.29371428,0.6029453,MangYang,700,1,1,1,0,14.051581667033396,108.34962301569155,0,2023,700,8.088214,2641.6318039000034,2220.3579389390734,0.039151286654805495,8.088214,train,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac_0,2643.0,1566.0,456.0,720.0,626.0,2744.0,0.27331787,0.62848663,MangYang,700,1,1,1,0,14.054546969233941,108.3498950208558,0,2023,700,3.7047918,2641.6318039000034,2220.3579389390734,0.37888205195935565,3.7047918,train,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000358_0,2055.0,1218.0,407.0,592.0,517.0,2704.0,0.3788883,0.67898166,MangYang,701,1,1,1,0,13.831404634317403,108.31917181459758,1,2023,701,18.891636,2897.990235873274,2491.310220139485,0.33765925072281144,18.891636,train,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8_0,2341.0,1192.0,392.0,680.0,543.0,2947.0,0.42401546,0.6888252,MangYang,701,1,1,1,0,13.975852753842728,108.28710195982119,1,2023,701,15.933109,2830.9538914197656,2390.6103292524813,0.06297801593801977,15.933109,train,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000571_0,2367.5,1177.0,394.0,619.5,543.0,3010.5,0.43785074,0.6943858,MangYang,701,1,1,1,0,13.968847506087766,108.29895870952231,1,2023,701,4.2415237,2830.9538914197656,2390.6103292524813,0.14817718862714446,4.2415237,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058d_0,2354.5,1240.0,413.0,639.0,473.5,2663.5,0.36467272,0.6981192,MangYang,701,1,1,1,0,14.055626071688877,108.35043457208329,1,2023,701,5.791387,2899.866533741355,2435.8231804678194,0.15486681951090397,5.791387,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003aa_0,2485.5,1354.5,410.0,613.0,482.0,2594.5,0.31400356,0.6866569,MangYang,702,1,1,1,0,14.056165622916343,108.35043457208329,1,2023,702,8.541231,2899.866533741355,2435.8231804678194,0.17275066210831835,8.541231,train,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000442_0,2353.0,1214.0,394.5,597.5,455.0,2742.5,0.3863263,0.71540266,MangYang,702,1,1,1,0,14.05589361775208,108.35043457208329,0,2023,702,5.791394,2899.866533741355,2435.8231804678194,0.5148376670938241,5.791394,train,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000588_0,3117.0,2363.5,801.0,1020.5,1095.0,2702.5,0.0669167,0.4233048,MangYang,702,1,1,1,0,13.827899780889394,108.32429086260692,1,2023,699,7.332013,2897.990235873274,2491.310220139485,0.05691858321666554,10.648451,train,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616_0,2603.0,1516.0,492.0,752.0,693.0,2881.0,0.31043893,0.6121992,MangYang,702,1,1,1,0,14.067215275326781,108.34207821670911,0,2023,706,8.590372,2641.6318039000034,2220.3579389390734,0.2895071533228747,7.6043544,train,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061f_0,2772.0,1892.0,563.0,892.0,854.0,2609.0,0.15929793,0.50678605,MangYang,702,1,1,1,0,14.060205568470764,108.34315731916405,1,2023,702,8.088417,2641.6318039000034,2220.3579389390734,0.09103543524831981,8.088417,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000458_0,2500.5,1404.5,409.5,608.0,593.0,2670.5,0.31067485,0.6365865,MangYang,703,1,1,1,0,14.05589361775208,108.35070211814649,0,2023,703,3.9291577,2899.866533741355,2435.8231804678194,0.31109237022135905,3.9291577,train,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000558_0,2571.0,1667.0,536.0,825.0,796.0,2860.0,0.26352993,0.5645514,MangYang,703,1,1,1,0,14.064789524353705,108.34261776793659,0,2023,703,8.873579,2641.6318039000034,2220.3579389390734,0.21818325284572326,8.873579,train,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005c9_0,2346.0,1805.0,773.0,913.0,1006.0,2223.0,0.10377359,0.37689686,MangYang,703,1,1,1,0,13.83490948774541,108.32321176015198,1,2023,703,14.300753,2897.990235873274,2491.310220139485,0.45389885128900564,14.300753,train,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060f_0,2355.0,1197.0,419.0,691.0,471.0,2759.0,0.39484328,0.7083591,MangYang,703,1,1,1,0,14.05508652046141,108.35016256691901,1,2023,703,4.8580365,2899.866533741355,2435.8231804678194,0.3659951120697762,4.8580365,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe_0,2603.0,1504.0,383.0,587.0,594.0,2667.0,0.27883002,0.63569456,MangYang,704,1,1,1,0,14.055354066524613,108.35096966420969,1,2023,708,8.085199,2899.866533741355,2435.8231804678194,0.4062613336337342,6.028909,train,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c6_0,2234.0,1174.0,419.0,660.0,499.0,2783.0,0.4066212,0.6959171,MangYang,704,1,1,1,0,14.054279423170735,108.35124166937395,0,2024,707,4.8580194,2899.866533741355,2435.8231804678194,0.16507965782095235,3.9291308,train,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000502_0,2370.0,1272.0,436.0,600.0,531.0,2761.5,0.36928228,0.67744875,MangYang,704,1,1,1,0,14.055354066524613,108.35070211814649,1,2023,704,6.028909,2899.866533741355,2435.8231804678194,0.6976725375514613,6.028909,train,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005d6_0,2024.5,1601.0,492.5,706.5,1162.5,1786.5,0.054760147,0.21159714,MangYang,704,1,1,1,0,14.023284211748232,108.23697720487941,1,2023,704,9.373704,2503.982889492705,2105.223826727597,0.2405135376995282,9.373704,train,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000044f_0,2426.0,1512.0,565.0,738.0,656.0,2736.0,0.2881356,0.6132075,MangYang,705,1,1,1,0,13.830325531862469,108.32321176015198,1,2023,705,12.4486065,2897.990235873274,2491.310220139485,0.03791822002779133,12.4486065,train,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000378_0,2953.0,2132.0,649.0,868.0,938.5,2188.5,0.01307719,0.39974415,MangYang,706,1,1,1,0,14.060745119698227,108.34315731916405,0,2023,706,9.288677,2641.6318039000034,2220.3579389390734,0.24555608655215666,9.288677,train,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038a_0,2497.5,1762.5,541.5,759.5,797.5,2498.5,0.1727294,0.5160801,MangYang,706,1,1,1,0,14.064789524353708,108.3428853139998,0,2023,706,7.941311,2641.6318039000034,2220.3579389390734,0.25317570529013844,7.941311,train,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000427_0,2122.0,1714.0,458.0,649.0,1073.0,1827.0,0.03191189,0.26,MangYang,706,1,1,1,0,14.033254761703738,108.2550321050448,0,2023,706,8.589134,2548.077674259389,2148.198764667511,0.3459758960449305,8.589134,train,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000540_0,2493.0,1934.0,473.0,723.0,995.0,2207.0,0.065926105,0.37851343,MangYang,706,1,1,1,0,14.08257241935485,108.37980667072233,1,2023,706,11.920226,2899.866533741355,2435.8231804678194,0.6312108861326265,11.920226,train,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321_0,3037.0,2007.0,789.0,899.0,1192.0,2534.0,0.11605373,0.36017177,MangYang,707,1,1,1,0,13.975317661716312,108.30623596244153,1,2023,717,13.266625,3602.625690806518,3058.215705565512,0.7668017341423974,15.048738,train,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000353_0,2441.0,1320.0,409.0,580.0,559.0,2540.0,0.31606218,0.6392385,MangYang,707,1,1,1,0,14.055626071688877,108.35124166937395,0,2023,711,6.6626205,2899.866533741355,2435.8231804678194,0.06694565595288837,7.821695,train,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ea_0,2364.0,1303.0,423.0,680.0,547.0,2656.0,0.34175298,0.6584452,MangYang,707,1,1,1,0,14.054814515297146,108.35070211814649,1,2023,707,7.821668,2899.866533741355,2435.8231804678194,0.15535314069563178,7.821668,train,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403_0,2210.0,1182.0,427.0,637.0,550.0,2686.0,0.38883144,0.6600742,MangYang,707,1,1,1,0,14.054546969233941,108.35124166937395,0,2024,709,5.9891124,2899.866533741355,2435.8231804678194,0.13810230189742512,6.7214046,train,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000448_0,3276.5,2709.5,732.0,961.0,1011.0,2479.0,-0.04442517,0.42063037,MangYang,708,1,1,1,0,13.823320284107504,108.27982470690198,1,2023,708,10.096576,2696.8537884503603,2278.8320351414154,0.25974918069075326,10.096576,train,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
